title,authors,article_info,abstract,categories/keyword,citation_info,document_info,author_tags,affiliations,funding
Promoting Communicative Self-efficacy and a Positive Attitude towards English Language Learning through a Collaborative Authentic Task(Article),"['Karnchanachari, S.']","Volume 13, Issue 1, 2020, Pages 210-224","Self-efficacy and positive attitude are among factors contributing to success in language learning, yet encouraging these important traits among language learners in the classroom is often difficult. This study aims to investigate the extent to which a collaborative authentic task helped promote communicative self-efficacy and a positive attitude towards English language study among second-year dental students taking an English for Specific Purposes (ESP) course in a public university in Thailand. Specifically, the students were asked to interview foreigners in English about a topic in the field of dentistry, and then report their findings and reflect on their individual performance and experience during a feedback session with their instructor. Pre-task and post-task questionnaires were developed and distributed to 96 dental students, and a semi-structured interview was used to explore students’ attitudes in greater depth. It was discovered that most of the participants perceived that their self-efficacy was higher in some aspects after they had completed the task. Results from the semi-structured interviews also demonstrated that this group of students recognized the importance of English in their profession. Furthermore, the overall attitude of the students toward the collaborative authentic task was favorable, with most participants reporting that they found it very useful and challenging as it provided them with the opportunity to use English in real life. Considering the conclusions of the study, teachers are encouraged to implement collaborative authentic tasks in the classroom to enhance students’ self-efficacy and positive attitude toward English learning. © 2020 Language Institute, Thammasat University. All rights reserved.",LEARN Journal: Language Education and Acquisition Research Network,"{'ISSN': '26300672', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': 'Article', 'Publisher': 'Language Institute, Thammasat University'}","['Attitude', 'Authentic task', 'Collaborative learning', 'Self-efficacy']","['Chulalongkorn University Language Institute, Thailand']",[]
Surface modification of graphene oxide via noncovalent functionalization with porphyrins for selective photocatalytic oxidation of alcohols(Article),"['Phuangburee, T.', 'Solonenko, D.', 'Plainpan, N.', 'Thamyongkit, P.', 'Zahn, D.R.T.', 'Unarunotai, S.', 'Tuntulani, T.', 'Leeladee, P.']","Volume 44, Issue 20, 28 May 2020, Pages 8264-8272","Modification of graphene oxide (GO) with porphyrins, TPP and ZnTPP (TPP = 5,10,15,20-tetraphenyl-21H,23H-porphine), was achieved by facile synthesis through a self-assembly process. GO-porphyrins composites were characterized by scanning electron microscopy, and UV-visible, fluorescence, photoluminescence and Raman spectroscopy, which confirmed the successful attachment of TPP and ZnTPP onto the GO surface via π-π stacking. The coordination of oxygen functional groups on GO to the Zn center of ZnTPP was also observed. The latter interaction was proposed to account for the lower catalytic activity of the GO-ZnTPP composite compared to that of the GO-TPP one because it hindered the accessible active sites on the GO surface, i.e. epoxy groups. Compared to unmodified GO and pristine porphyrins, the GO-porphyrin composites exhibited remarkable photocatalytic enhancement under irradiation using a light emitting diode. Moreover, the GO-TPP composite was shown to be a competent and reusable photocatalyst for selective alcohol oxidation under mild conditions, affording desired products in moderate to excellent yields. © 2020 The Royal Society of Chemistry and the Centre National de la Recherche Scientifique.",New Journal of Chemistry,"{'ISSN': '11440546', 'Source Type': 'NJCHE', 'Original Language': 'Journal'}","{'Document Type': '10.1039/d0nj01141j', 'Publisher': 'Article'}","['Catalyst activity', 'Graphene', 'Scanning electron microscopy', 'Facile synthesis', 'Non-covalent functionalization', 'Oxygen functional groups', 'Photocatalytic oxidations', 'Photoluminescence and Raman spectroscopy', 'Porphyrin composites', 'Selective alcohol oxidations', 'Self assembly process', 'Porphyrins', '5,10,15,20 tetraphenyl 21h,23h porphine', 'alcohol derivative', 'benzyl alcohol', 'epoxide', 'functional group', 'graphene oxide', 'oxygen', 'porphyrin', 'porphyrin derivative', 'unclassified drug', 'zinc ion', 'alcohol oxidation', 'Article', 'chemical structure', 'fluorescence', 'light', 'molecular interaction', 'oxidation', 'photocatalysis', 'photoluminescence', 'priority journal', 'Raman spectrometry', 'scanning electron microscopy', 'spectrofluorometry', 'synthesis', 'ultraviolet visible spectroscopy']","['aDepartment of Chemistry, Faculty of Science, Chulalongkorn University, Bangkok, 10330, Thailand', 'bSemiconductor Physics, Chemnitz University of Technology, Chemnitz, 09107, Germany', 'cResearch Group on Materials for Clean Energy Production STAR, Department of Chemistry, Faculty of Science, Chulalongkorn University, Bangkok, 10330, Thailand']","[{'Funding Sponsor': '', 'Funding Number': '100310500', 'Acronym': ''}, {'Funding Sponsor': 'Asahi Glass Foundation', 'Funding Number': '', 'Acronym': ''}, {'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': '', 'Acronym': 'CU'}, {'Funding Sponsor': 'Faculty of Medicine, Chulalongkorn University', 'Funding Number': '', 'Acronym': ''}]"
NADPH: Quinone oxidoreductase 1 (NQO1) mediated anti-cancer effects of plumbagin in endocrine resistant MCF7 breast cancer cells(Article),"['Pradubyat, N.', 'Sakunrangsit, N.', 'Mutirangura, A.', 'Ketchart, W.']","Volume 66, January 2020, Article number 153133","Background: PLB is a natural naphthoquinone compound isolated from the roots of Plumbago indica plant. Our previous study reported the inhibitory effect of Plumbagin (PLB) on human endocrine resistant breast cancer cell growth and cell invasion. Hypothesis/Purpose: Since PLB is a naphthoquinone compound, it can be reduced by the cytosolic NADPH: quinone oxidoreductase 1 (NQO1) enzyme. NQO1 expression is upregulated in various types of aggressive cancer including breast cancer. This study investigated the impact of NQO1 on anti-cancer effects of PLB in endocrine-resistant breast cancer cells. Study Design: This study was an in vitro study using ER-positive cell line (MCF7) and endocrine-resistant cell lines (MCF7/LCC2 and MCF7/LCC9 cells). Methods: The roles of NQO1 in anti-cancer activity of PLB were investigated by using NQO1 knockdown cells, NQO1 inhibitor and NQO1 overexpressed cells. To study the impact of NQO1 on the effects of PLB on cell viability, apoptosis, invasion and generation of ROS, the following assays were used: MTT assays, annexin V-PE/7-ADD staining flow cytometry, matrigel invasion assays and DCFHDA assays. To study the mechanism of how NQO1 mediated PLB effects in tamoxifen response and apoptosis, we assessed the levels of mRNA expression by using qRT-PCR. Results: 1. In this study, NQO1 was upregulated in endocrine-resistant cells. 2. PLB did not change the expression of NQO1 but it was able to increase NQO1 activity. 3. The inhibitory effects of PLB on cell proliferation, cell invasion and expression of tamoxifen resistant gene were attenuated in NQO1 knockdown cells or in the presence of NQO1 inhibitor. 4. The effects of PLB to induce apoptosis and generate ROS were also decreased when NQO1 activity was inhibited or when the NQO1 expression was reduced. 5. The anti-cancer effects of PLB increased when NQO1 was upregulated. Conclusion: The effects of PLB in endocrine-resistant breast cancer cells is dependent on NQO1's activity. © 2019 Elsevier GmbH",Phytomedicine,"{'ISSN': '09447113', 'Source Type': 'PYTOE', 'Original Language': 'Journal'}","{'Document Type': '10.1016/j.phymed.2019.153133', 'Publisher': '31790893'}","['Breast cancer', 'Endocrine resistance', 'Nqo1', 'Plumbagin', 'nadph: quinone oxidoreductase 1', 'oxidoreductase', 'plumbagin', 'reactive oxygen metabolite', 'tamoxifen', 'transcription factor Nrf2', 'unclassified drug', 'antineoplastic agent', 'naphthoquinone', 'NQO1 protein, human', 'plumbagin', 'reduced nicotinamide adenine dinucleotide (phosphate) dehydrogenase (quinone)', 'tamoxifen', 'antineoplastic activity', 'apoptosis', 'Article', 'cell invasion', 'cell proliferation', 'cell viability', 'controlled study', 'flow cytometry', 'gene expression', 'gene knockdown', 'human', 'human cell', 'IC50', 'in vitro study', 'MCF-7 cell line', 'MCF7/LCC2 cell line', 'MCF7/LCC9 cell line', 'MTT assay', 'priority journal', 'protein expression', 'real time polymerase chain reaction', 'staining', 'upregulation', 'breast tumor', 'cell survival', 'chemistry', 'drug effect', 'drug resistance', 'female', 'genetics', 'MCF-7 cell line', 'metabolism', 'tumor invasion', 'Antineoplastic Agents, Phytogenic', 'Apoptosis', 'Breast Neoplasms', 'Cell Proliferation', 'Cell Survival', 'Drug Resistance, Neoplasm', 'Female', 'Humans', 'MCF-7 Cells', 'NAD(P)H Dehydrogenase (Quinone)', 'Naphthoquinones', 'Neoplasm Invasiveness', 'Tamoxifen']","['aOvercoming cancer drug resistance research unit, Department of Pharmacology, Faculty of Medicine, Chulalongkorn University, Bangkok, 10330, Thailand', 'bCenter for Excellence in Molecular Genetics of Cancer and Human Diseases, Department of Anatomy, Faculty of Medicine, Chulalongkorn University, Bangkok, 10330, Thailand']","[{'Funding Sponsor': '', 'Funding Number': 'GSTAR 59-005-30-001', 'Acronym': ''}, {'Funding Sponsor': '', 'Funding Number': 'STAR', 'Acronym': ''}, {'Funding Sponsor': '', 'Funding Number': 'MRG6080047', 'Acronym': ''}, {'Funding Sponsor': 'Graduate School, Kasetsart University', 'Funding Number': '', 'Acronym': ''}]"
Thai dance exercises benefited functional mobility and fall rates among community-dwelling older individuals(Article)(Open Access),"['Kaewjoho, C.', 'Mato, L.', 'Thaweewannakij, T.', 'Nakmareong, S.', 'Phadungkit, S.', 'Gaogasigam, C.', 'Amatachaya, S.']","Volume 40, Issue 1, 1 June 2020, Pages 19-27","Background: With dramatic increase in the number of older individuals, special efforts have been made to promote the levels of independence and reduce fall rates among these individuals. Objective: To investigate the effects of Thai dance exercises over 6 weeks on functional mobility and fall rates in community-dwelling older individuals. Methods: Sixty-one community-dwelling older adults were interviewed and assessed for their demographics and fall data during 6 months prior to participation in the study. Then they completed the quasi-experimental Thai dance exercise program for 50 minutes/day, 3 days/week over 6 weeks. Their functional mobility relating to levels of independence and safety were assessed prior to training, at 3-week and 6-week training. After completing the program at 6 weeks, participants were prospectively monitored for fall data over 6 months. Results: Participants improved their functional mobility significantly after 3-and 6-week training (p<0.01). The number of faller individuals obviously decreased from 35% (n=21) prior to training to only 8% (n=5) after training (p<0.01). Conclusion: The current findings further extend benefits of Thai dance as an alternative musical exercise program to promote levels of independence and safety among community-dwelling older adults. © 2020 Hong Kong Physiotherapy Association.",Hong Kong Physiotherapy Journal,"{'ISSN': '10137025', 'Source Type': 'HKPJF', 'Original Language': 'Journal'}","{'Document Type': '10.1142/S1013702520500031', 'Publisher': 'Article'}","['balance', 'cultural dance', 'fall', 'Older adult', 'walking', 'aged', 'article', 'clinical article', 'community dwelling person', 'controlled study', 'dancing', 'exercise', 'female', 'human', 'human experiment', 'male', 'walking']","['aSchool of Physical Therapy, Faculty of Medical Sciences, Khon Kaen University, Khon Kaen, Thailand', 'bImprovement of Physical Performance and Quality of Life (IPQ), Research Group, Khon Kaen University, Khon Kaen, Thailand', 'cDepartment of Physical Therapy, Faculty of Allied Health Sciences, Chulalongkorn University, Bangkok, Thailand']","[{'Funding Sponsor': 'Khon Kaen University', 'Funding Number': '', 'Acronym': 'KKU'}, {'Funding Sponsor': 'National Research Council of Thailand', 'Funding Number': '6100119,IPQ/SC-014', 'Acronym': 'NRCT'}]"
Insulin-Producing Cell Transplantation Platform for Veterinary Practice(Review)(Open Access),"['Kuncorojakti, S.', 'Srisuwatanasagul, S.', 'Kradangnga, K.', 'Sawangmake, C.']","Volume 7, 12 February 2020, Article number 4","Diabetes mellitus (DM) remains a global concern in both human and veterinary medicine. Type I DM requires prolonged and consistent exogenous insulin administration to address hyperglycemia, which can increase the risk of diabetes complications such as retinopathy, nephropathy, neuropathy, and heart disorders. Cell-based therapies have been successful in human medicine using the Edmonton protocol. These therapies help maintain the production of endogenous insulin and stabilize blood glucose levels and may possibly be adapted to veterinary clinical practice. The limited number of cadaveric pancreas donors and the long-term use of immunosuppressive agents are the main obstacles for this protocol. Over the past decade, the development of potential therapies for DM has mainly focused on the generation of effective insulin-producing cells (IPCs) from various sources of stem cells that can be transplanted into the body. Another successful application of stem cells in type I DM therapies is transplanting generated IPCs. Encapsulation can be an alternative strategy to protect IPCs from rejection by the body due to their immunoisolation properties. This review summarizes current concepts of IPCs and encapsulation technology for veterinary clinical application and proposes a potential stem-cell-based platform for veterinary diabetic regenerative therapy. © Copyright © 2020 Kuncorojakti, Srisuwatanasagul, Kradangnga and Sawangmake.",Frontiers in Veterinary Science,"{'ISSN': '22971769', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.3389/fvets.2020.00004', 'Publisher': 'Review'}","['diabetes mellitus', 'encapsulation', 'regenerative medicine', 'tissue engineering', 'veterinary stem cell-based therapy', 'adult stem cell', 'cell encapsulation', 'diabetes mellitus', 'history of medicine', 'human', 'induced pluripotent stem cell', 'nonhuman', 'pancreas islet beta cell', 'pancreas islet transplantation', 'regenerative medicine', 'Review', 'stem cell transplantation', 'veterinary medicine']","['aVeterinary Stem Cell and Bioengineering Innovation Center (VSCBIC), Veterinary Pharmacology and Stem Cell Research Laboratory, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, Thailand', 'bDepartment of Veterinary Anatomy, Faculty of Veterinary Medicine, Universitas Airlangga, Surabaya, Indonesia', 'cDepartment of Anatomy, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, Thailand', 'dDepartment of Surgery, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, Thailand', 'eVeterinary Clinical Stem Cell and Bioengineering Research Unit, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, Thailand', 'fDepartment of Pharmacology, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, Thailand']","[{'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': '', 'Acronym': 'CU'}]"
Practical approaches for high-risk surgical patients with acute cholecystitis: The percutaneous approach versus endoscopic alternatives(Review)(Open Access),"['Rerknimitr, R.', 'Pham, K.C.']","Volume 53, Issue 6, 9 January 2020, Pages 678-685","In high-risk surgical patients with acute cholecystitis who are not candidates for early laparoscopic cholecystectomy, gallbladder (GB) drainage is an alternative treatment option. Percutaneous transhepatic gallbladder drainage (PTGBD) is a recommended first line intervention because of its high efficacy and feasibility in most centers. However, with the advent of endoscopic accessories and technology, endoscopic GB drainage has been chosen as a more favorable choice by endoscopists. Endoscopic transpapillary gallbladder drainage (ETGBD) can be performed under either fluoroscopic or peroral cholangioscopic guidance via endoscopic retrograde cholangiopancreatography by the transpapillary placement of a long double-pigtail stent. In a patient with common bile duct stones, this procedure is accompanied with stone removal. ETGBD is especially useful for acute cholecystitis patients who are contraindicated for PTGBD or those with severe coagulopathy, thrombocytopenia, and abnormal anatomy. Moreover, the advantage of ETGBD is its preservation of the external GB structure. Thereby it would not disturb the future cholecystectomy. Recently, endoscopic ultrasound-guided gallbladder drainage (EUS-GBD) using plastic, fully covered metallic, or lumen-apposing metal stents transmurally has emerged as a modality for GB drainage with higher technical and clinical success rates. EUS-GBD can provide a more permanent GB drainage than PTGBD and ETGBD. Copyright © 2020 Korean Society of Gastrointestinal Endoscopy.",Clinical Endoscopy,"{'ISSN': '22342400', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.5946/CE.2019.186', 'Publisher': 'Review'}","['Acute cholecystitis', 'Endoscopic retrograde cholangiopancreatography', 'Endoscopic ultrasound', 'Gallbladder drainage', 'acute cholecystitis', 'disease severity', 'endoscopic surgery', 'endoscopic transpapillary gallbladder drainage', 'gallbladder drainage', 'high risk patient', 'human', 'interventional ultrasonography', 'percutaneous transhepatic drainage', 'Review', 'surgical approach', 'surgical patient', 'surgical risk']","['aDivision of Gastroenterology, Department of Medicine, Faculty of Medicine, Chulalongkorn University, King Chulalongkorn Memorial Hospital, Bangkok, Thailand', 'bCenter of Excellence for Innovation and Endoscopy in Gastrointestinal Oncology, Chulalongkorn University, Bangkok, Thailand', 'cDepartment of Endoscopy, University Medical Center, Ho Chi Minh, Viet Nam']","[{'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': 'CU-GRS-62-02-30-01', 'Acronym': 'CU'}]"
Flavor binding property of coconut protein affected by protein-glutaminase: Vanillin-coconut protein model(Article),"['Temthawee, W.', 'Panya, A.', 'Cadwallader, K.R.', 'Suppavorasatit, I.']","Volume 130, August 2020, Article number 109676","Flavor compounds added to food products can interact with protein and may result in a reduction in flavor intensity. The objective of this study was to study the effect of enzymatic deamidation by protein-glutaminase (PG) on the flavor-binding potential of coconut protein (CP) using a vanillin flavor model. Vanillin was allowed to interact with either 3 g/100 mL of untreated or deamidated CP (DCP) suspended in 0.05 mol/L phosphate buffer. The results showed that deamidation by PG decreased overall flavor-binding affinity of vanillin to the protein from 586 to 985 ( × 104) L/mol to 435–803 ( × 104) L/mol. Thermodynamic parameters indicated that the vanillin-protein interactions were spontaneous and the interactions were driven by enthalpy. Beside Schiff-base formation, van der Waals forces or hydrogen bonding were suggested to be involved in the binding mechanism. The lower binding affinity for vanillin for DCP than for CP was confirmed by a sensory threshold study, which showed that vanillin had about a 2 fold lower odor detection threshold in DCP solution than in CP solution. © 2020 Elsevier Ltd",LWT,"{'ISSN': '00236438', 'Source Type': 'LBWTA', 'Original Language': 'Journal'}","{'Document Type': '10.1016/j.lwt.2020.109676', 'Publisher': 'Article'}","['Binding affinity', 'Binding thermodynamics', 'Deamidation', 'Protein modification', 'Protein-flavor interactions', 'Binding energy', 'Chemical reactions', 'Flavor compounds', 'Hydrogen bonds', 'Van der Waals forces', 'Binding affinities', 'Binding mechanisms', 'Phosphate buffers', 'Protein interaction', 'Protein-glutaminase', 'Schiff base formation', 'Sensory thresholds', 'Thermodynamic parameter', 'Proteins']","['aDepartment of Food Technology, Faculty of Science, Chulalongkorn University, Phayatai Road, Wangmai, Pathumwan, Bangkok, 10330, Thailand', 'bFood Biotechnology Research Team, Functional Ingredients and Food Innovation Research Group, National Center for Genetic Engineering and Biotechnology (BIOTEC), 113 Thailand Science Park, Phahonyothin Road, Khlong Nueng, Pathumthani  12120, Thailand', 'cDepartment of Food Science and Human Nutrition, University of Illinois, 1302 West Pennsylvania Avenue, Urbana, IL  61801, United States']","[{'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': 'GCUGR1125603063M', 'Acronym': 'CU'}, {'Funding Sponsor': 'Thailand Research Fund', 'Funding Number': 'TRG5880229', 'Acronym': 'TRF'}]"
Lassa viral hemorrhagic fever(Note)(Open Access),"['Wiwanitkit, V.']","2020, Pages 28-29",[No abstract available],Medical Journal of Dr. D.Y. Patil Vidyapeeth,"{'ISSN': '25898302', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.4103/mjdrdypu.mjdrdypu_144_19', 'Publisher': 'Note'}",[],"['aDepartment of Community Medicine, Dr DY Patil University, Pune, Maharashtra, India, India', 'bDepartment of Medical Science, Faculty of Medicine, University of Nis, Nis, Serbia', 'cDepartment of Biological Science, Joseph Ayobabalola University, Ikeji-Arakeji, Nigeria', 'dDepartment of Laboratory Medicine, Chulalongkorn University, Bangkok, Thailand']",[]
Optimum Conditions for the Catalytic Cracking of Palm Oil from Empty Fruit Bunch over Dolomite in a Continuous Reactor(Article),"['Khunoad, P.', 'Suchamalawong, P.', 'Promdee, K.', 'Vitidsant, T.']","Volume 62, Issue 4, 2020, Pages 1256-1271","This research evaluates the effectiveness of cracking palm oil from an empty fruit bunch (EFB) over dolomite in a continuous reactor and used the 2k factorial design to investigate the influence of parameters, such as reaction temperature (380-460°C), feed rate of palm oil (3-9 mL/min), nitrogen gas flow rate (50-150 mL/min), and the amount of catalyst (30-60% by reactor volume) that affected the yield of organic liquid product (OLP) and diesel-like fraction. OLP was obtained and analyzed by using distillation simulation gas chromatography and gas chromatograph mass-spectrometry to identify the structure of liquid fuels. An analysis from the design-expert program demonstrated that the optimum conditions for the catalytic cracking of PEFB on dolomite in continuous reactor were: a temperature of 460°C, feed rate of palm oil 8.96 mL/min, nitrogen gas flow rate of 50.04 mL/min, and the amount of catalyst 60% (v/v), which yielded the highest diesel-like fraction of 66.12%wt and a liquid yield of 57.93%wt. The physicochemical analysis of OLP resulted in a heating value of 45.20 MJ/kg and acidity value of 0.35 mgKOH/g. © 2020. All Rights Reserved.",Petroleum and Coal,"{'ISSN': '13377027', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': 'Article', 'Publisher': 'Slovnaft VURUP a.s'}","['Catalytic cracking', 'Dolomite', 'Empty fruit bunch (PEFB)', 'Organic liquid product (OLP).']","['aProgram for Petrochemical and Polymer Science, Faculty of Science, Chulalongkorn University, Bangkok, 10330, Thailand', 'bInterdisciplinary Program of Environmental Science, Graduate School, Chulalongkorn University, Bangkok, 10330, Thailand', 'cDepartment of Environmental Science, Academic Division, Chulachomklao Royal Military Academy, Nakhon Nayok, 26001, Thailand', 'dDepartment of Chemical Technology, Faculty of Science, Chulalongkorn University, Bangkok, 10330, Thailand', 'eCenter of Fuels and Energy from Biomass, Chulalongkorn University, Saraburi, 18110, Thailand']","[{'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': '', 'Acronym': 'CU'}]"
"Over-expression of miR-223 induces M2 macrophage through glycolysis alteration and attenuates LPS-induced sepsis mouse model, the cell-based therapy in sepsis(Article)(Open Access)","['Dang, C.P.', 'Leelahavanichkul, A.']","Volume 15, Issue 7 July, July 2020, Article number e0236038","The attenuation of hyper-inflammation in sepsis with the administration of anti-inflammatory macrophages is an interesting adjuvant therapy for sepsis. Because the induction of antiinflammatory macrophages by microRNA (miR), a regulator of mRNA, has been mentioned, the exploration on miR-induced anti-inflammatory macrophages was performed. The overexpression of miR-223 and miR-146a in RAW264.7 induced M2 macrophage-polarization (anti-inflammatory macrophages) as evaluated by the enhanced expression of Arginase-1 and Fizz. However, miR-223 over-expressed cells demonstrated the more potent antiinflammatory property against LPS stimulation as lesser iNOS expression, lower supernatant IL-6 and higher supernatant IL-10 compared with miR-146a over-expressed cells. Interestingly, LPS stimulation in miR-223 over-expressed cells, compared with LPS-stimulated control cells, demonstrated lower activity of glycolysis pathway and higher mitochondrial respiration, as evaluated by the extracellular flux analysis, and also down-regulated HIF-1a, an important enzyme of glycolysis pathway. In addition, the administration of miR-223 overexpressed macrophages with IL-4 pre-conditioning, but not IL-4 stimulated control cells, attenuated sepsis severity in LPS injected mice as evaluated by serum creatinine, liver enzymes, lung histology and serum cytokines. In conclusion, miR-223 interfered with the glycolysis pathway through the down-regulation of HIF-1a, resulting in the anti-inflammatory status. The over-expression of miR-223 in macrophages prevented the conversion into M1 macrophage polarization after LPS stimulation. The administration of miR-223 overexpressed macrophages, with IL-4 preconditioning, attenuated sepsis severity in LPS model. Hence, a proof of concept in the induction of anti-inflammatory macrophages through the cell-energy interference for sepsis treatment was proposed as a basis of cell-based therapy in sepsis. © 2020 Dang, Leelahavanichkul. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",PLoS ONE,"{'ISSN': '19326203', 'Source Type': 'POLNC', 'Original Language': 'Journal'}","{'Document Type': '10.1371/journal.pone.0236038', 'Publisher': '32658933'}","['arginase 1', 'creatinine', 'FIZZ 1 protein', 'hypoxia inducible factor 1alpha', 'inducible nitric oxide synthase', 'interleukin 10', 'interleukin 4', 'interleukin 6', 'microRNA 146a', 'microRNA 223', 'mitochondrial DNA', 'peptides and proteins', 'unclassified drug', 'lipopolysaccharide', 'microRNA', 'MIRN223 microRNA, mouse', 'animal cell', 'animal experiment', 'animal model', 'Article', 'cell therapy', 'controlled study', 'creatinine blood level', 'disease severity', 'down regulation', 'enzyme inhibition', 'glycolysis', 'lipopolysaccharide-induced sepsis', 'macrophage', 'male', 'mitochondrial respiration', 'mouse', 'nonhuman', 'protein expression', 'protein RNA binding', 'real time polymerase chain reaction', 'animal', 'biological therapy', 'C57BL mouse', 'cytology', 'disease model', 'genetics', 'inflammation', 'macrophage', 'macrophage activation', 'metabolism', 'pathology', 'procedures', 'sepsis', 'transplantation', 'Animals', 'Cell- and Tissue-Based Therapy', 'Disease Models, Animal', 'Glycolysis', 'Inflammation', 'Lipopolysaccharides', 'Macrophage Activation', 'Macrophages', 'Male', 'Mice', 'Mice, Inbred C57BL', 'MicroRNAs', 'Sepsis']","['aMedical Microbiology, Interdisciplinary and International Program, Graduate School, Chulalongkorn University, Bangkok, Thailand', 'bDepartment of Microbiology, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand', 'cTranslational Research in Inflammation and Immunology Research Unit (TRIRU), Department of Microbiology, Chulalongkorn University, Bangkok, Thailand']","[{'Funding Sponsor': '', 'Funding Number': '760001-HR', 'Acronym': ''}, {'Funding Sponsor': '', 'Funding Number': 'RSA6080023', 'Acronym': ''}, {'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': '', 'Acronym': 'CU'}]"
