title,authors,article_info,abstract,categories/keyword,citation_info,document_info,author_tags,affiliations,funding
Early childhood caries and its associated factors among 9-to 18-month old exclusively breastfed children in thailand: A cross-sectional study(Article)(Open Access),"['Chanpum, P.', 'Duangthip, D.', 'Trairatvorakul, C.', 'Songsiripradubboon, S.']","Volume 17, Issue 9, 1 May 2020, Article number 3194","Objective: The objective of this study was to investigate the early childhood caries (ECC) status and its risk factors in 9-to 18-month-old exclusively breastfed children in Thailand. Methods: Generally healthy 9-to 18-month-old children who had been exclusively breastfed were recruited. Information on children’s oral hygiene practices and breastfeeding behaviors was collected through parental interviews using a questionnaire. Children’s oral health status was assessed following the WHO caries diagnostic criteria, modified to record the noncavitated lesions. Multivariate logistic regression analysis was adopted to investigate its association with feeding and oral hygiene practices. Results: In total, 513 mother and child dyads (47% boys) were recruited. The prevalence of ECC was 42.5%. The mean (SD) d1mft and d1mfs scores (d1included noncavitated and cavitated carious teeth/tooth surfaces) were 1.1 (1.4) and 1.3 (2.0), respectively. Multivariate logistic regression analysis revealed that older children with higher plaque scores (OR = 75.60; 95% CI: 40.19–142.20) who were breastfed to sleep (OR = 2.85; 95% CI: 1.48–5.49) and never had their teeth cleaned (OR = 8.51; 95% CI: 1.53–47.14), had a significantly higher chance of having ECC (p < 0.05). Conclusion: Prevalence of ECC is high among exclusively breastfed children aged 9–18 months in Thailand. ECC prevalence is significantly associated with the age of children, the level of dental plaque, breastfeeding to sleep, and oral cleaning. Among all factors, the level of dental plaque is the most significant factor associated with ECC among breastfed children. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",International Journal of Environmental Research and Public Health,"{'ISSN': '16617827', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.3390/ijerph17093194', 'Publisher': '32375351'}","['Breastfeeding', 'Child', 'Dental caries', 'Early childhood caries', 'Oral health', 'breastfeeding', 'child health', 'health risk', 'health status', 'oral health', 'risk factor', 'Article', 'breast feeding', 'child', 'child health', 'childhood disease', 'cross-sectional study', 'dental caries', 'disease association', 'female', 'health status', 'human', 'infant', 'major clinical study', 'male', 'mother', 'mouth hygiene', 'prevalence', 'risk assessment', 'risk factor', 'scoring system', 'sex ratio', 'Thailand', 'adolescent', 'dental caries', 'mother', 'preschool child', 'Thailand', 'Adolescent', 'Breast Feeding', 'Child', 'Child, Preschool', 'Cross-Sectional Studies', 'Dental Caries', 'Female', 'Humans', 'Infant', 'Male', 'Mothers', 'Prevalence', 'Risk Factors', 'Thailand']","['aNongsung Hospital, Mukdahan, 49160, Thailand', 'bFaculty of Dentistry, The University of Hong Kong, Hong Kong', 'cDepartment of Pediatric Dentistry, Faculty of Dentistry, Chulalongkorn University, Bangkok, 10330, Thailand']","[{'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': '', 'Acronym': 'CU'}]"
Leptospira infection and shedding in dogs in Thailand(Article)(Open Access),"['Altheimer, K.', 'Jongwattanapisan, P.', 'Luengyosluechakul, S.', 'Pusoonthornthum, R.', 'Prapasarakul, N.', 'Kurilung, A.', 'Broens, E.M.', 'Wagenaar, J.A.', 'Goris, M.G.A.', 'Ahmed, A.A.', 'Pantchev, N.', 'Reese, S.', 'Hartmann, K.']","Volume 16, Issue 1, 17 March 2020, Article number 89","Background: Leptospirosis is a widespread zoonosis and has been recognized as a re-emerging infectious disease in humans and dogs, but prevalence of Leptospira shedding in dogs in Thailand is unknown. The aim of this study was to determine urinary shedding of Leptospira in dogs in Thailand, to evaluate antibody prevalence by microscopic agglutination test (MAT) and enzyme-linked immunosorbent assay (ELISA), and to assess risk factors for Leptospira infection. In Northern, Northeastern, and Central Thailand, 273 stray (n = 119) or client-owned (n = 154) dogs from rural (n = 139) or urban (n = 134) areas were randomly included. Dogs that had received antibiotics within 4 weeks prior to sampling were excluded. No dog had received vaccination against Leptospira. Urine was evaluated by real-time polymerase chain reaction (PCR) specific for lipL32 gene of pathogenic Leptospira. Additionally, urine was cultured for 6 months in Ellinghausen-McCullough-Johnson-Harris (EMJH) medium. Antibodies were measured by ELISA and MAT against 24 serovars belonging to 15 serogroups and 1 undesignated serogroup. Risk factor analysis was performed with backwards stepwise selection based on Wald. Results: Twelve of 273 (4.4%; 95% confidence interval (CI): 2.0-6.8%) urine samples were PCR-positive. In 1/273 dogs (0.4%; 95% CI: 0.01-1.1%) Leptospira could be cultured from urine. MAT detected antibodies in 33/273 dogs (12.1%; 95% CI: 8.2-16.0%) against 19 different serovars (Anhoa, Australis, Ballum, Bataviae, Bratislava, Broomi, Canicola, Copenhageni, Coxi, Grippotyphosa, Haemolytica, Icterohaemorrhagiae, Khorat, Paidjan, Patoc, Pyrogenes, Rachmati, Saxkoebing, Sejroe). In 111/252 dogs (44.0%; 95% CI: 37.9-50.2%) immunoglobulin M (IgM) and/or immunoglobulin G (IgG) antibodies were found by ELISA. Female dogs had a significantly higher risk for Leptospira infection (p = 0.023). Conclusions: Leptospira shedding occurs in randomly sampled dogs in Thailand, with infection rates comparable to those of Europe and the USA. Therefore, the potential zoonotic risk should not be underestimated and use of Leptospira vaccines are recommended. © 2020 The Author(s).",BMC Veterinary Research,"{'ISSN': '17466148', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.1186/s12917-020-2230-0', 'Publisher': '32178664'}","['Canine', 'Culture', 'Dogs', 'ELISA', 'Leptospira', 'MAT', 'PCR', 'Risk factors', 'Seroprevalence', 'Zoonosis', 'immunoglobulin G', 'immunoglobulin M', 'bacterium antibody', 'animal experiment', 'animal tissue', 'antibody titer', 'antigen antibody reaction', 'Article', 'bacterial shedding', 'controlled study', 'DNA extraction', 'dog', 'enzyme linked immunosorbent assay', 'female', 'gene expression', 'Leptospira interrogans serovar Grippotyphosa', 'Leptospira interrogans serovar Icterohaemorrhagiae', 'Leptospira interrogans serovar Pomona', 'leptospirosis', 'nonhuman', 'prevalence', 'real time polymerase chain reaction', 'risk factor', 'seroprevalence', 'Thailand', 'animal', 'dog disease', 'genetics', 'human', 'Leptospira', 'leptospirosis', 'microbiology', 'phylogeny', 'physiology', 'urine', 'veterinary medicine', 'zoonosis', 'Animals', 'Antibodies, Bacterial', 'Bacterial Shedding', 'Dog Diseases', 'Dogs', 'Humans', 'Leptospira', 'Leptospirosis', 'Phylogeny', 'Risk Factors', 'Thailand', 'Zoonoses']","['aClinic of Small Animal Medicine, Centre for Clinical Veterinary Medicine, Lmu Munich, Veterinaerstrasse 13, Munich, 80539, Germany', 'bDepartment of Veterinary Medicine, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, Thailand', 'cDepartment of Veterinary Microbiology, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, Thailand', 'dDepartment of Infectious Diseases and Immunology, Faculty of Veterinary Medicine, Utrecht University, Utrecht, Netherlands', 'eWageningen Bioveterinary Research, Lelystad, Netherlands', 'fOie and National Collaborating Centre for Reference and Research on Leptospirosis, Department of Medical Microbiology, Academic Medical Center, Amsterdam, Netherlands', 'gIdexx Laboratories, Ludwigsburg, Germany', 'hDepartment of Veterinary Sciences, Institute of Anatomy, Histology and Embryology, Lmu Munich, Munich, Germany']","[{'Funding Sponsor': 'Boehringer Ingelheim France', 'Funding Number': '', 'Acronym': 'BIF'}]"
Anti-inflammatory action of two novel peptides derived from peanut worms (: Sipunculus nudus) in lipopolysaccharide-induced RAW264.7 macrophages(Conference Paper),"['Sangtanoo, P.', 'Srimongkol, P.', 'Saisavoey, T.', 'Reamtong, O.', 'Karnchanatat, A.']","Volume 11, Issue 1, January 2020, Pages 552-560","Peanut worm (Sipunculus nudus Linn.) protein was hydrolyzed by three proteases, and NO scavenging activity of the protein hydrolysates was evaluated. The hydrolysate obtained using Alcalase® showed the highest NO scavenging activity. This hydrolysate was fractionated using 10-, 5-, and 3 kDa molecular weight cut-off membranes, and the lowest MW fraction (<3 kDa) exhibited the highest NO scavenging activity. The <3 kDa fraction was further purified by gel filtration and high-performance liquid chromatographies. The peptides in the HPLC fraction with the strongest anti-NO activity were identified by quadrupole-time-of-flight mass spectrometry as LSPLLAAH (821.48 Da) and TVNLAYY (843.42 Da). Both peptides and the corresponding pure synthetic peptides inhibited NO production by RAW 264.7 macrophages without cytotoxicity. Quantitative real-time RT-PCR analysis showed that peptides LSPLLAAH and TVNLAYY reduced expression of proinflammatory cytokine genes iNOS, IL-6, TNF-α, and COX-2 in RAW 264.7 macrophages, suggesting that these peptides are novel anti-inflammatory candidates. © The Royal Society of Chemistry 2020.",Food and Function,"{'ISSN': '20426496', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.1039/c9fo02178g', 'Publisher': '31850468'}","['Filtration', 'High performance liquid chromatography', 'Hydrolysis', 'Macrophages', 'Mass spectrometry', 'Oilseeds', 'Anti-inflammatories', 'Anti-inflammatory action', 'Molecular weight cutoff', 'Proinflammatory cytokines', 'Protein hydrolysate', 'Quadrupole time of flight mass spectrometry', 'Quantitative real-time rt-pcr', 'Raw 264.7 macrophages', 'Peptides', 'antiinflammatory agent', 'cyclooxygenase 2', 'interleukin 6', 'lipopolysaccharide', 'nitric oxide', 'peptide', 'tumor necrosis factor', 'animal', 'chemistry', 'drug effect', 'genetics', 'high performance liquid chromatography', 'immunology', 'isolation and purification', 'macrophage', 'mass spectrometry', 'mouse', 'nematode', 'RAW 264.7 cell line', 'size exclusion chromatography', 'Animals', 'Anti-Inflammatory Agents', 'Chromatography, Gel', 'Chromatography, High Pressure Liquid', 'Cyclooxygenase 2', 'Interleukin-6', 'Lipopolysaccharides', 'Macrophages', 'Mass Spectrometry', 'Mice', 'Nematoda', 'Nitric Oxide', 'Peptides', 'RAW 264.7 Cells', 'Tumor Necrosis Factor-alpha']","['aResearch Unit in Bioconversion/Bioseparation for Value-Added Chemical Production, Institute of Biotechnology and Genetic Engineering, Chulalongkorn University, 254 Phayathai Road Pathumwan, Bangkok, 10330, Thailand', 'bDepartment of Molecular Tropical Medicine and Genetics, Faculty of Tropical Medicine, Mahidol University, 420/6 Ratchawithi Road, Ratchathewi Bangkok, 10400, Thailand']","[{'Funding Sponsor': 'Office of the Higher Education Commission', 'Funding Number': 'SN-60-003-909', 'Acronym': 'OHEC'}, {'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': 'R_016_2556', 'Acronym': 'CU'}]"
Adaptation and evaluation of home fall risk assessment tools for the elderly in Thailand(Article),"['Lektip, C.', 'Rattananupong, T.', 'Sirisuk, K.-O.', 'Suttanon, P.', 'Jiamjarasrangsi, W.']","Volume 51, Issue 1, January 2020, Pages 65-76","Falls are a leading cause of mobility and mortality among the elderly. The aim of this study was to evaluate psychometric properties of 3 fall risk screening instruments, including the content validity of the Thai-HFHAT, agreement between the HOME FAST and HOME FAST-SR, the inter-reliability of the Thai- HFHAT and HOME FAST-SR, and the test-retest reliability of the 3 instruments in order to inform future studies of falls among Thai elderly. The 3 instruments tested were one instrument modified for the Thai context [Thai Home Falls Hazards Assessment Tool (Thai-HFHAT)], and 2 instruments translated into Thai but not modified for the Thai context [Home Falls and Accidents Screening Tool (HOME FAST) and the Home Falls and Accidents Screening Tool self-reported version (HOME FAST-SR)]. The study consisted of 2 assessments using the 3 study instruments performed 2 weeks apart to assess test-retest reliability. Study subjects were selected by multiple stages convenience sampling to obtain subjects residing in Sichon District, Nakorn Si Thammarat, Thailand. A total of 30 subjects were then selected by quota sampling for the study; 10 from each 3 Thai house types: A one-story elevated house, a one-story non-elevated house and a two or more story house. Inclusion criteria for study subjects were Thai citizens aged ≥ 60 years who could communicate well in the Thai language. Exclusion criteria for study subjects were dementia and the inability to perform daily activities. Caregivers for the study subjects and a village health volunteer (VHV) were included when evaluating inter-rater reliability of the Thai-HFHAT and HOME FAST-SR. A physical therapist was also included to evaluate the HOME FAST agreement and test-retest reliability. Content validity of the Thai-HFHAT was assessed by 3 specialists using the item content validity index (I-CVI) for the content validity of each item and the content validity index for scale (S-CVI) for the whole instrument. Agreement between the HOME FAST and HOME FAST-SR was assessed using the kappa statistic. Of the 30 study subjects, 60% were female. The mean [± standard deviation (SD)] age of study subjects was 76 (±8) years. Sixty percent of study subjects had a fall with in the previous 12 months, 67% of those occurred in the home. On Thai-HFHAT, out of the total of 69 items, 62 had excellent content validity (I-CVI = 1.00) and 7 had acceptable content validity (I-CVI = 0.67). The overall S-CVI was good (S-CVI = 0.90). Agreement between the HOME FAST and HOME FAST-SR showed that 13 items had moderate agreement (κ = 0.69), had strong agreement (κ = 0.85), 2 had nearly perfect agreement (κ = 0.91), 2 had weak agreement (κ = 0.50) and 4 items could not be determined. The ICC values for the HOME FAST-SR and Thai-HFHAT inter-rater reliability were 0.64 (95% CI: 0.45-0.79) and 0.87 (95% CI: 0.78-0.93), respectively. The overall ICC values for the HOME FAST, HOME FAST-SR, and Thai-HFHAT test-retest reliability were 0.76 (95% CI: 0.55-0.89), 0.71 (95% CI: 0.47-0.85) and 0.78 (95% CI: 0.58-0.89), respectively. In conclusion, the Thai-HFHAT appears suitable for assessing risk of falls among Thai elderly. Further study, using a prospective design, is needed to determine whether this instrument can predict falls among Thai elderly and determine its clinical usefulness. © 2020, SEAMEO TROPMED Network. All rights reserved.",Southeast Asian Journal of Tropical Medicine and Public Health,"{'ISSN': '01251562', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': 'Article', 'Publisher': 'SEAMEO TROPMED Network'}","['Elderly', 'Falls', 'Home fall risk assessment tool', 'Thailand']","['aDepartment of Preventive and Social Medicine, Chulalongkorn University, Thailand', 'bDepartment of Interior Architecture, Chulalongkorn University, Bangkok, Thailand', 'cDepartment of Physical Therapy, Thammasat University, Bangkok, Thailand']","[{'Funding Sponsor': 'Faculty of Medicine, Chulalongkorn University', 'Funding Number': 'RA62/042', 'Acronym': 'MDCU'}]"
Application of cell immobilization technology to promote nitritation: A review(Article)(Open Access),"['Kunapongkiti, P.', 'Rongsayamanont, C.', 'Nayramitsattha, P.', 'Limpiyakorn, T.']","Volume 25, Issue 6, December 2020, Pages 807-818","Nitritation, the oxidation of ammonia to nitrite without subsequent oxidation to nitrate, is a starting step for nitrite-based nitrogen removal approaches. This process can be induced by maintaining specific operating conditions that facilitate ammonia oxidation but deteriorate nitrite oxidation. In recent years, a number of publications have demonstrated the ability of cell immobilization to maintain nitritation and an oxygen-limiting strategy was suggested to be a key to the success of the approach. However, several aspects related to the success and failure of such systems remains unclear and requires further in-depth clarification. This review provides current information on the utilization of cell immobilization in nitritation reactors. Common operating strategies that promote nitritation by controlling environmental conditions are summarized in the first part of the review. The application of cell immobilization, including cell attachment, cell granulation, and cell entrapment systems, as well as microenvironments, and microbial distributions within cell immobilization matrices, are elaborated in the middle part of the review. Problems encountered in the operation of nitritation reactors using cell immobilization are discussed as opportunities for further research at the end of the review. © 2020 Korean Society of Environmental Engineers.",Environmental Engineering Research,"{'ISSN': '12261025', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.4491/eer.2019.151', 'Publisher': 'Article'}","['Ammonia oxidation', 'Cell entrapment', 'Nitritation', 'Nitrite oxidation', 'Novel nitrogen removal', 'Ammonia', 'Cells', 'Nitrogen removal', 'Oxidation', 'Environmental conditions', 'Immobilization matrices', 'Microbial distribution', 'Microenvironments', 'Nitrite oxidations', 'Nitrogen removal approaches', 'Operating condition', 'Operating strategy', 'Cell immobilization']","['aDepartment of Environmental Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, 10330, Thailand', 'bEnvironmental Assessment and Technology for Hazardous Waste Management Research Center, Faculty of Environmental Management, Prince of Songkla University, Songkhla, 90110, Thailand', 'cResearch Network of NANOTEC-CU on Environment, Department of Environmental Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, 10330, Thailand', 'dBiotechnology for Wastewater Engineering Research Group, Chulalongkorn University, Bangkok, 10330, Thailand']","[{'Funding Sponsor': 'National Science and Technology Development Agency', 'Funding Number': '', 'Acronym': 'สวทช'}, {'Funding Sponsor': 'National Nanotechnology Center', 'Funding Number': '', 'Acronym': 'NANOTEC'}, {'Funding Sponsor': 'Ministry of Science and Technology of Thailand', 'Funding Number': '', 'Acronym': 'MOST'}]"
A Ladder-like Dopant-free Hole-Transporting Polymer for Hysteresis-less High-Efficiency Perovskite Solar Cells with High Ambient Stability(Article),"['Chawanpunyawat, T.', 'Funchien, P.', 'Wongkaew, P.', 'Henjongchom, N.', 'Ariyarit, A.', 'Ittisanronnachai, S.', 'Namuangruk, S.', 'Cheacharoen, R.', 'Sudyoadsuk, T.', 'Goubard, F.', 'Promarak, V.']","Volume 13, Issue 18, 18 September 2020, Pages 5058-5066","Perovskite solar cells (PSCs) have received high attention in the past few years due to their terrific photovoltaic performance and potentially low production cost. However, the use of hole transport materials (HTMs) with hygroscopic dopants, which cause the inevitable instability of device performance, has hampered commercialization. Herein, a dopant-free polymeric HTM with functional aromatic rings was used to optimize the HTM/perovskite interface and employed in a planar n-i-p configuration. Poly(1,4-(2,5-bis((2-butyloctyloxy)phenylene)-2,7-(5,5,10,10-tetrakis(4-hexylphenyl)-5,10-dihydro-s-indaceno[2,1-b:6,5-b′]dithiophene)) (IDTB) co-polymer constructed with indaceno[1,2-b:5,6-b′]dithiophene and bis(alkyloxy)benzene units adopts an S⋅⋅⋅O intramolecular bond linked ladder-like planar conjugated polymer backbone. Without any dopant, the hole mobility of IDTB is in the same order of magnitude as a doped 2,2′,7,7′-tetrakis[N,N-di(4-methoxyphenyl)amino]-9,9′-spirobifluorene (spiro-OMeTAD). Also, the hydrophobic nature of IDTB facilitated the long-term stability of the perovskite underneath. The unencapsulated PSC devices made of IDTB-based HTM achieved a power conversion efficiency of 19.38 % with a high moisture stability, retaining above 80 % of initial power conversion efficiency at 65 % relative humidity for more than 10 days. The superior passivation effect to perovskite surface made a hysteresis of 0.44 % was almost the least reported for regular planar undoped polymer HTM PSCs. © 2020 Wiley-VCH GmbH",ChemSusChem,"{'ISSN': '18645631', 'Source Type': 'CHEMI', 'Original Language': 'Journal'}","{'Document Type': '10.1002/cssc.202001350', 'Publisher': '32677195'}","['dopant-free, hole transporting material, indaceno[1,2-b:5,6-b′]dithiophene, ladder-like polymer, perovskite solar cells', 'Aromatic compounds', 'Conjugated polymers', 'Conversion efficiency', 'Efficiency', 'Hole mobility', 'Hysteresis', 'Ladders', 'Perovskite', 'Polymer solar cells', 'Stability', 'Device performance', 'Hole transport materials', 'Hydrophobic nature', 'Intramolecular bonds', 'Long term stability', 'Passivation effect', 'Photovoltaic performance', 'Power conversion efficiencies', 'Perovskite solar cells']","['aDepartment of Materials Science and Engineering School of Molecular Science and Engineering, Vidyasirimedhi Institute of Science and Technology Wangchan, Rayong, 21210, Thailand', 'bResearch Network of NANOTEC-VISTEC on Nanotechnology for Energy, Vidyasirimedhi Institute of Science and Technology, Wangchan, Rayong, 21210, Thailand', 'cNational Nanotechnology Center (NANOTEC), National Science and Technology Development Agency, Klong Luang, Pathum Thani, 12120, Thailand', 'dMetallurgy and Materials Science Research Institute, Chulalongkorn University Pathumwan, Bangkok, 10330, Thailand', 'eLaboratory of Physicochemistry of Polymers and Interfaces, Université de Cergy-Pontoise, Cergy-Pontoise Cedex, 95000, France']","[{'Funding Sponsor': 'National Science and Technology Development Agency', 'Funding Number': '', 'Acronym': 'สวทช'}, {'Funding Sponsor': 'Thailand Research Fund', 'Funding Number': 'RTA6080005', 'Acronym': 'TRF'}, {'Funding Sponsor': 'Thailand Research Fund', 'Funding Number': '', 'Acronym': 'TRF'}, {'Funding Sponsor': 'National Nanotechnology Center', 'Funding Number': '', 'Acronym': 'NANOTEC'}, {'Funding Sponsor': 'Ministry of Science and Technology of Thailand', 'Funding Number': '', 'Acronym': 'MOST'}]"
Multi Response Optimization of Bioactive Starch Foam Composite Using Taguchi’s Method and Grey Relational Analysis(Article),"['Janaum, N.', 'Butsiri, T.', 'Kasemsiri, P.', 'Souvanh, M.', 'Pongsa, U.', 'Theerakulpisut, S.', 'Hiziroglu, S.', 'Okhawilai, M.']","Volume 28, Issue 5, 1 May 2020, Pages 1513-1525","In this study, bioactive foam composite samples made from cassava starch and bioactive agents were prepared. The mix proportions of raw materials in the samples were designed using Taguchi method coupled with Grey relational analysis. L16 orthogonal array with three factors including spent coffee ground (SCG), zinc oxide (ZnO) and oregano essential oil/palm oil ratio (OEO/PO) at four-levels was chosen for determining an optimum mixture. Based on the signal-to-noise ratio and the analysis of variance of the results, additions of OEO/PO and SCG in the samples were the main factors in inhibition of Escherichia coli and Staphylococcus aureus. Furthermore, it was found that the increase of SCG, ZnO and PO in ratio of OEO/PO in the samples resulted in enhancement of flexural strength of bioactive foam composites. It appears that ZnO and OEO/PO were the major factors to improve water resistance of the samples. Also, the best ideal mixed proportion of the bioactive foam composite samples was obtained from Grey relational analysis. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",Journal of Polymers and the Environment,"{'ISSN': '15662543', 'Source Type': 'JPENF', 'Original Language': 'Journal'}","{'Document Type': '10.1007/s10924-020-01706-x', 'Publisher': 'Article'}","['Bioactive agents', 'Biodegradability', 'Foam composite', 'Grey relational analysis', 'Taguchi method', 'Biodegradability', 'Escherichia coli', 'Essential oils', 'II-VI semiconductors', 'Signal to noise ratio', 'Staphylococcus aureus', 'Starch', 'Taguchi methods', 'Zinc oxide', 'Bioactive agents', 'Foam composites', 'Grey relational analysis', 'Multiresponse optimization', 'Oregano essential oil', 'Spent coffee grounds', 'Water-resistances', 'Zinc oxide (ZnO)', 'Foams', 'composite', 'foam', 'inhibition', 'optimization', 'polymer', 'starch', 'Escherichia coli', 'Manihot esculenta', 'Origanum', 'Staphylococcus aureus']","['aDepartment of Chemical Engineering, Faculty of Engineering, Khon Kaen University, Khon Kaen, 40002, Thailand', 'bDepartment of Microbiology Faculty of Science, Khon Kaen University, Khon Kaen, 40002, Thailand', 'cDivision of Industrial Engineering Technology, Faculty of Industry and Technology, Rajamangala University of Technology Rattanakosin, Wang Klai Kang Won Campus, Prachuap Khiri Khan, 77110, Thailand', 'dEnergy Management and Conservation Office, Faculty of Engineering, Khon Kaen University, Khon Kaen, 40002, Thailand', 'eDepartment of Natural Resource Ecology and Management, Oklahoma State University, Stillwater, OK  74078, United States', 'fMetallurgy and Materials Science Research Institute, Chulalongkorn University, Bangkok, 10330, Thailand']",[]
Effects of season and single layer centrifugation on bull sperm quality in thailand(Article)(Open Access),"['Nongbua, T.', 'Utta, A.', 'Am-In, N.', 'Suwimonteerabutr, J.', 'Johannisson, A.', 'Morrell, J.M.']","Volume 33, Issue 9, September 2020, Pages 1411-1420","Objective: The aim of study was to investigate the effects of season and single layer centrifugation (SLC) before cryopreservation on postthaw bull sperm quality in Thailand. Methods: Semen was collected from 6 bulls (Bos indicus) in summer, rainy season and winter 2014 through 2016. Semen characteristics, sperm morphology, sperm kinematics, viability, chromatin structure and mitochondrial membrane were evaluated. Meteorological data were available from the local meteorological station; Results: Season had an effect on semen characteristics in the raw ejaculate, with higher proportions of normal spermatozoa and lower abnormalities in winter than in the other two seasons. Sperm kinematics, viability, DNA fragmentation index, and mitochondrial membrane potential were not different between seasons. Sperm samples selected by SLC had greater normal morphology and a lower proportion with bent tails than controls and higher values of progressive motility (PRO), beat cross frequency, linearity, straightness, wobble (WOB), and lower values of slow motility, velocity average path (VAP), velocity curved line, and amplitude of lateral head displacement than controls. In addition, SLCselection had a favorable effect on PRO, VAP, and WOB that differed among seasons. Conclusion: Our results suggested that these bulls were well adapted to their location, with season having an effect on sperm morphology. Moreover, SLC could be used prior to cryopreservation, regardless of season, to enhance normal morphology and kinematics of bull sperm samples without adversely affecting other parameters of sperm quality. However, there was considerable variation among bulls in DNA fragmentation index, mitochondrial membrane potential and sperm viability. In addition, SLC had a positive effect on sperm morphology and sperm kinematics, which could be expected to influence fertility. © 2020 by Asian-Australasian Journal of Animal Sciences This is an open-access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",Asian-Australasian Journal of Animal Sciences,"{'ISSN': '10112367', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.5713/ajas.19.0624', 'Publisher': 'Article'}","['Bovine Semen Quality', 'Colloid Centrifugation', 'Frozen Semen', 'Humidity', 'Temperature']","['aDivision of Reproduction, Department of Clinical Sciences, Swedish University of Agricultural Sciences (SLU), Box 7054, Uppsala, 75007, Sweden', 'bFaculty of Veterinary Sciences, Mahasarakham University, Maha Sarakham, 44000, Thailand', 'cNorth-Eastern Bull Center, Bureau of Biotechnology in Livestock Production, DLD, Khon Kaen, 40000, Thailand', 'dDepartment of Obstetrics, Gynaecology and Reproduction, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, 10330, Thailand']","[{'Funding Sponsor': 'Svenska Forskningsrådet Formas', 'Funding Number': '22120101241', 'Acronym': ''}, {'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': '', 'Acronym': 'CU'}, {'Funding Sponsor': 'Vetenskapsrådet', 'Funding Number': '', 'Acronym': 'VR'}, {'Funding Sponsor': 'Sveriges Lantbruksuniversitet', 'Funding Number': '', 'Acronym': 'SLU'}, {'Funding Sponsor': 'Mahasarakham University', 'Funding Number': '', 'Acronym': 'MSU'}]"
"Leadership and Industry 4.0 As A Tool to Enhance Organization Performance: Direct and Indirect Role of Job Satisfaction, Competitive Advantage and Business Sustainability(Book Chapter)","['Jermsittiparsert, K.']","1 January 2020, Pages 233-257","The primary objective of the current study is to examine the role of leadership styles and Industry 4.0 in organization performance. In addition, the direct and indirect effect of job satisfaction, competitive advantage and business sustainability is also examined. For this purpose, a cross-sectional research design was selected. Population of the study were based on the manufacturing Small and Medium Enterprises (SMEs) of Thailand. Employees of these SMEs were selected to collect the data. Therefore, respondents of the study were employees of Thai manufacturing SMEs. Various close ended questions related to the concerned study were asked on a five-point Likert scale. Furthermore, this study analyzed the data with the help of Partial Least Square-Structural Equation Modeling (PLS-SEM). Results of the study revealed that both leadership styles and Industry 4.0 have significant role in organization performance. Leadership styles and Industry 4.0 influence positively on job satisfaction and competitive advantage, respectively. Further, job satisfaction and competitive advantage influence positively on business sustainability. Finally, business sustainability significantly improves organization performance. Therefore, the current study has vital importance for practitioners to enhance organization performance through leadership styles and Industry 4.0. © 2020 by Emerald Publishing Limited.",Agile Business Leadership Methods for Industry 4.0,"{'ISSN': '978-180043380-9;978-180043381-6', 'Source Type': 'Book', 'Original Language': 'English'}","{'Document Type': '10.1108/978-1-80043-380-920201014', 'Publisher': 'Book Chapter'}","['Business sustainability', 'Competitive advantage', 'Industry 4.0', 'Job satisfaction', 'Leadership style', 'Organization performance']","['aChulalongkorn University, Thailand', 'bSchool of Business Administration, Henan University of Economics and Law, China', 'cKasetsart University, Thailand', 'dDepartment for Management of Science and Technology Development, Ton Duc Thang University, Viet Nam']",[]
Interested in subscribing to Scopus?,[],,,,{},{},[],[],[]
