title,authors,article_info,abstract,categories/keyword,citation_info,document_info,author_tags,affiliations,funding
Endogenous research and development spillovers and asymmetric firms(Article),"['Poyago-Theotoky, J.', 'Talerngsri Teerasuwannajak, K.']","Volume 41, Issue 7, 1 October 2020, Pages 1282-1286","We examine an asymmetric research and development (R&D) duopoly, where firms differ in their research and development productivity, one firm being technologically advanced. We find that both firms can benefit and increase their profitability by entering into a voluntary information sharing agreement despite their asymmetry and highlight the conditions needed for such an agreement to take place. © 2020 John Wiley & Sons, Ltd.",Managerial and Decision Economics,"{'ISSN': '01436570', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.1002/mde.3174', 'Publisher': 'Article'}",[],"['aDepartment of Economics and Finance, La Trobe University and ICRE8, Athens, Greece', 'bFaculty of Economics, Chulalongkorn University, Bangkok, Thailand']",[]
Structurally Abnormal Myocardium Underlies Ventricular Fibrillation Storms in a Patient Diagnosed With the Early Repolarization Pattern(Article)(Open Access),"['Boukens, B.J.', 'Benjacholamas, V.', 'van Amersfoort, S.', 'Meijborg, V.M.', 'Schumacher, C.', 'Jensen, B.', 'Haissaguerre, M.', 'Wilde, A.', 'Prechawat, S.', 'Huntrakul, A.', 'Nademanee, K.', 'Coronel, R.']","Volume 6, Issue 11, 26 October 2020, Pages 1395-1404","Objectives: The aim of this study was to investigate the mechanism underlying QRS-slurring in a patient with the early repolarization pattern in the electrocardiogram (ECG) and ventricular fibrillation (VF) storms. Background: The early repolarization pattern refers to abnormal ending of the QRS complex in subjects with structurally normal hearts and has been associated with VF. Methods: We studied a patient with slurring of the QRS complex in leads II, III, and aVF of the ECG and recurrent episodes of VF. Echocardiographic and imaging studies did not reveal any abnormalities. Endocardial mapping was normal but subxyphoidal epicardial access was not possible. Open chest epicardial mapping was performed. Results: Mapping showed that the inferior right ventricular free wall activated the latest with local J-waves in unipolar electrograms. The last moment of epicardial activation concurred with QRS-slurring in the ECG whereas the J-waves in the local unipolar electrograms occurred in the ST-segment of the ECG. Myocardial biopsies obtained from the late activated tissue showed severe fibrofatty alterations in the inferior right ventricular wall where fractionation and local J-waves were present. After ablation, the early repolarization pattern in the ECG disappeared and arrhythmias have been absent since (follow-up 18 months). Conclusions: In this patient, the electrocardiographic early repolarization pattern was caused by late activation due to structurally abnormal myocardium. The late activated areas were marked by J-waves in local electrograms. Ablation of these regions prevented arrhythmia recurrence and normalized the ECG. © 2020 The Authors",JACC: Clinical Electrophysiology,"{'ISSN': '2405500X', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.1016/j.jacep.2020.06.027', 'Publisher': '33121669'}","['ablation', 'conduction', 'early repolarization', 'ventricular fibrillation', 'ajmaline', 'adult', 'Article', 'body surface', 'cardiac muscle', 'cardioversion', 'case report', 'clinical article', 'echocardiography', 'electrocardiogram', 'electrography', 'epicardium mapping', 'follow up', 'heart left ventricle', 'heart repolarization', 'heart right ventricle', 'heart ventricle fibrillation', 'human', 'male', 'priority journal', 'QRS complex', 'radiofrequency ablation', 'resuscitation', 'ST segment', 'ST segment elevation', 'sternotomy', 'sudden cardiac death', 'thorax surgery', 'cardiac muscle', 'electrocardiography', 'heart arrhythmia', 'heart ventricle fibrillation', 'Arrhythmias, Cardiac', 'Electrocardiography', 'Epicardial Mapping', 'Humans', 'Myocardium', 'Ventricular Fibrillation']","['aDepartment of Medical Biology, Amsterdam Cardiovascular Sciences, University of Amsterdam, Amsterdam University Medical Centers, Amsterdam, Netherlands', 'bDepartment of Experimental Cardiology, Amsterdam Cardiovascular Sciences, University of Amsterdam, Amsterdam University Medical Centers, Amsterdam, Netherlands', 'cDivision of Cardiothoracic Surgery, Department of Surgery, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand', 'dIHU Liryc, Electrophysiology and Heart Modeling Institute, Fondation Bordeaux Université, Pessac-Bordeaux, France', 'eDepartment of Cardiology, Amsterdam Cardiovascular Sciences, University of Amsterdam, Amsterdam University Medical Centers, Amsterdam, Netherlands', 'fDivision of Cardiovascular Medicine, Department of Medicine, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand', 'gCardiac Center, King Chulalongkorn Memorial Hospital, Bangkok, Thailand']","[{'Funding Sponsor': 'Fondation Leducq', 'Funding Number': '16CVD02 RHYTHM', 'Acronym': ''}, {'Funding Sponsor': 'Fondation Leducq', 'Funding Number': '', 'Acronym': ''}, {'Funding Sponsor': 'Hartstichting', 'Funding Number': '2016T047', 'Acronym': ''}, {'Funding Sponsor': 'Hartstichting', 'Funding Number': '', 'Acronym': ''}]"
Analysis of PWV derived from the GNSS CORS stations for determining the onset of the southwest monsoon in Thailand(Article),"['Trakolkul, C.', 'Satirapod, C.']","Volume 16, Issue 2, 2020, Pages 71-78","This research shows a new threshold for identifying the onset of southwest monsoons using Precipitable Water Vapor (PWV) obtained from GNSS Continuously Operating Reference Stations (CORS) in Thailand by analyzing data from 2007 to 2016. It was found that PWV values for rainy days are higher than non-rainy days. The average PWV for the years 2007-2016 of CHAN station in May was used to determine the new threshold. This new threshold is met when the average value of PWV in May exceeds 58.50 mm for three consecutive days. During the ten years of the study period, the onset date calculated from this method varies by no more than 1-3 days from that calculated by the Thai Meteorological Department (TMD) method, except for 2008 and 2010, when the variance is more than three days. As for other regions namely the central region, the northeast region, and the northern region, it was found that the calculation of the onset of t he monsoon season typically varies by 3-5 days. © 2020, Association for Geoinformation Technology. All rights reserved.",International Journal of Geoinformatics,"{'ISSN': '16866576', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': 'Article', 'Publisher': 'Association for Geoinformation Technology'}","['GNSS', 'meteorology', 'monsoon', 'precipitation assessment', 'satellite data', 'threshold', 'weather station', 'Thailand']","['Department of Survey Engineering, Chulalongkorn University, Bangkok, Thailand']","[{'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': '', 'Acronym': 'CU'}, {'Funding Sponsor': 'China University of Geosciences, Wuhan', 'Funding Number': '', 'Acronym': 'CUG'}]"
"Degradation mechanism of 2,4-dichlorophenol by fungi isolated from marine invertebrates(Article)(Open Access)","['Nikolaivits, E.', 'Agrafiotis, A.', 'Baira, E.', 'Le Goff, G.', 'Tsafantakis, N.', 'Chavanich, S.A.', 'Benayahu, Y.', 'Ouazzani, J.', 'Fokialakis, N.', 'Topakas, E.']","Volume 21, Issue 9, 1 May 2020, Article number 3317","2,4-Dichlorophenol (2,4-DCP) is a ubiquitous environmental pollutant categorized as a priority pollutant by the United States (US) Environmental Protection Agency, posing adverse health effects on humans and wildlife. Bioremediation is proposed as an eco-friendly, cost-effective alternative to traditional physicochemical remediation techniques. In the present study, fungal strains were isolated from marine invertebrates and tested for their ability to biotransform 2,4-DCP at a concentration of 1 mM. The most competent strains were studied further for the expression of catechol dioxygenase activities and the produced metabolites. One strain, identified as Tritirachium sp., expressed high levels of extracellular catechol 1,2-dioxygenase activity. The same strain also produced a dechlorinated cleavage product of the starting compound, indicating the assimilation of the xenobiotic by the fungus. This work also enriches the knowledge about the mechanisms employed by marine-derived fungi in order to defend themselves against chlorinated xenobiotics. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",International Journal of Molecular Sciences,"{'ISSN': '16616596', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.3390/ijms21093317', 'Publisher': '32392868'}","['2,4-dichlorophenol', 'Catechol dioxygenase', 'DCP metabolites', 'Invertebrate symbionts', 'Marine-derived fungi', '2,4 dichlorophenol', '2,4-dichlorophenol', 'catechol 1,2 dioxygenase', 'chlorophenol', 'fungal protein', 'Article', 'Ascidiacea', 'bacterium isolation', 'biocatalysis', 'biocatalyst', 'biodegradation', 'biogenesis', 'bioremediation', 'biotransformation', 'dechlorination', 'denitrification', 'enzyme activity', 'enzyme degradation', 'fungus isolation', 'glycosylation', 'high performance liquid chromatography', 'human', 'Human respiratory syncytial virus', 'laparoscopic cholecystectomy', 'liquid chromatography-mass spectrometry', 'marine invertebrate', 'mass fragmentography', 'metabolite', 'metabolomics', 'nonhuman', 'Penicillium chrysogenum', 'Phanerochaete', 'polymerase chain reaction', 'soil analysis', 'Trypanosomatidae', 'ultra performance liquid chromatography', 'animal', 'aquatic species', 'Basidiomycetes', 'enzymology', 'invertebrate', 'isolation and purification', 'metabolism', 'microbiology', 'physiology', 'symbiosis', 'water pollutant', 'Animals', 'Aquatic Organisms', 'Basidiomycota', 'Biodegradation, Environmental', 'Catechol 1,2-Dioxygenase', 'Chlorophenols', 'Fungal Proteins', 'Humans', 'Invertebrates', 'Symbiosis', 'Water Pollutants, Chemical']","['aIndustrial Biotechnology & Biocatalysis Group, Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens, Athens, 15780, Greece', 'bDivision of Pharmacognosy and Chemistry of Natural Products, Department of Pharmacy, National and Kapodistrian University of Athens, Athens, 15771, Greece', 'cInstitut de Chimie des Substances Naturelles, ICSN, CNRS, Gif sur Yvette, 91198, France', 'dFaculty of Science, Chulalongkorn University, Bangkok, 10330, Thailand', 'eSchool of Zoology, Faculty of Life Sciences, Tel Aviv University, Tel Aviv, 69978, Israel', 'fBiochemical and Chemical Process Engineering, Division of Sustainable Process Engineering, Department of Civil, Environmental and Natural Resources Engineering, Luleå University of Technology, Luleå, SE-97187, Sweden']","[{'Funding Sponsor': '', 'Funding Number': 'MIS-5000432', 'Acronym': ''}, {'Funding Sponsor': 'Horizon 2020 Framework ProgrammeSee opportunities\xa0by\xa0H2020', 'Funding Number': '634674', 'Acronym': 'H2020'}, {'Funding Sponsor': 'European CommissionSee opportunities\xa0by\xa0EC', 'Funding Number': '', 'Acronym': 'EC'}, {'Funding Sponsor': 'European Social Fund', 'Funding Number': '', 'Acronym': 'ESF'}]"
Improvement in cardiac function of ovariectomized rats by antioxidant tempol(Article),"['Phungphong, S.', 'Kijtawornrat, A.', 'Wattanapermpool, J.', 'Bupha-Intr, T.']","Volume 160, 20 November 2020, Pages 239-245","A rise in heart disease incidence in women after menopause has led to investigations into the role of female sex hormones on cardiac function. Although various adverse changes in cardiac contractile function following loss of female sex hormones have been reported, a clear mechanism of action has never been characterized. In order to examine whether an elevation in oxidative stress is a major cause of cardiac contractile dysfunction after female sex hormone deprivation, cardiac functions of ovariectomized rats with and without supplementation of superoxide scavenger tempol were compared to those of sham-operated controls. Chronic deprivation of female sex hormones reduced total oxidative capacity and increased plasma carbonyl protein content. Tempol supplementation of ovariectomized rats significantly ameliorated plasma oxidative stress status. Echocardiography demonstrated a significant decrease in left ventricular ejection fraction in ovariectomized rats, which was completely prevented by tempol supplementation. Decreased myocardial contractility occurs with reduced maximum myofilament force of contraction and amplitude of transient intracellular Ca2+concentration, both phenomena completely attenuated by tempol supplementation. However, tempol only partially prevented shift of heart myosin heavy chain from dominant α-to β-isoform of ovariectomized rats. Immunoblot analysis of protein carbonylation indicated that tempol supplementation significantly reduced the level of cardiac myofibrillar proteins oxidation increased in ovariectomized rat heart. Taken together, the results indicate changes of cardiac contractile machinery following loss of female sex hormones were, in part, due to an increase in oxidative stress, and antioxidant supplementation could be considered another potential prevention measure in postmenopausal women. © 2020 Elsevier Inc.",Free Radical Biology and Medicine,"{'ISSN': '08915849', 'Source Type': 'FRBME', 'Original Language': 'Journal'}","{'Document Type': '10.1016/j.freeradbiomed.2020.06.013', 'Publisher': '32763410'}","['Antioxidant', 'Cardiomyocyte', 'Myofibrillar adaptation', 'Postmenopause', 'Tempol', 'carbonyl derivative', 'muscle protein', 'myosin heavy chain alpha', 'myosin heavy chain beta', 'tempol', 'amine oxide', 'antioxidant', 'spin label', 'tempol', 'ABTS radical scavenging assay', 'animal cell', 'animal experiment', 'Article', 'cardiac muscle cell', 'controlled study', 'echocardiography', 'female', 'ferric reducing antioxidant power assay', 'heart function', 'heart left ventricle ejection fraction', 'heart left ventricle mass', 'heart muscle contractility', 'heart protection', 'immunoblotting', 'left ventricular fractional shortening', 'nonhuman', 'oxidation', 'oxidative stress', 'polyacrylamide gel electrophoresis', 'priority journal', 'protein blood level', 'protein carbonylation', 'protein content', 'rat', 'sham procedure', 'Sprague Dawley rat', 'supplementation', 'animal', 'heart left ventricle function', 'heart stroke volume', 'oxidative stress', 'Animals', 'Antioxidants', 'Cyclic N-Oxides', 'Female', 'Oxidative Stress', 'Rats', 'Spin Labels', 'Stroke Volume', 'Ventricular Function, Left']","['aDepartment of Physiology, Faculty of Science, Mahidol University, Bangkok, 10400, Thailand', 'bDepartment of Physiology, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, 10330, Thailand']","[{'Funding Sponsor': 'Cricket Island Foundation', 'Funding Number': '', 'Acronym': 'CIF'}, {'Funding Sponsor': 'Mahidol University', 'Funding Number': '', 'Acronym': 'MU'}, {'Funding Sponsor': 'Thailand Research Fund', 'Funding Number': 'PHD/0165/2558,RSA6080064', 'Acronym': 'TRF'}, {'Funding Sponsor': 'Thailand Research Fund', 'Funding Number': '', 'Acronym': 'TRF'}, {'Funding Sponsor': 'Centrum för idrottsforskning', 'Funding Number': '', 'Acronym': 'CIF'}]"
A colorimetric-based bioreporter for rapid genotoxicity monitoring using Escherichia coli(Article)(Open Access),"['Chumjai, N.', 'Vangnai, A.S.']","Volume 46, Issue 3, June 2020, Pages 344-352","Environmental contamination of genotoxic agents has been a concern due to their ability to cause cellular DNA damages or cancer. In this work, the bioreporter PrecAlacZ was constructed based on Escherichia coli by fusing a promoter of a DNA damage response gene (recA) to a β-galactosidase reporter gene (lacZ), which is called E. coli-recA bioreporter (EREC). For a reliable measurement, a level of the genotoxicity was normalized by bacterial cell respiration. Well-known genotoxic agents including sodium azide, 4-nitroquinoline 1-oxide and benzene were individually exposed to EREC in comparison with Ames test and commercial SOS-Chromotest™. The EREC was able to detect the genotoxic levels of all tested genotoxic agents, i.e. at 5, 31 and 1563 mg/L for sodium azide, 4-nitroquinoline 1-oxide and benzene, respectively, while the other two tests were unable to detect the genotoxicity of benzene even at lethal concentrations. A practical platform of genotoxic level detection was further developed based on EREC as freeze-dried cells on a microtiter plate. The freeze-dried EREC, kept at -20°C for three months, was able to maintain cell survival of more than 97% and genotoxic sensitivity comparable to that of the freshly prepared cells. The freeze-dried EREC was also able to detect the genotoxicity of representative environmental-polluted pesticides including Chlorpyrifos, Profenofos and Cypermethrin at 25, 100 and 100 mg/L, respectively, and at the maximum residue limits permitted in agriculture commodity of pesticide mixtures thereof. In conclusion, the EREC can be further applied as a high-throughput genotoxicity screening of environmental pollutants either as individuals or combinations thereof. © 2020 Science Society of Thailand under Royal Patronage. All rights reserved.",ScienceAsia,"{'ISSN': '15131874', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.2306/scienceasia1513-1874.2020.039', 'Publisher': 'Article'}","['Bioreporter', 'Escherichia coli', 'Freeze-dried bacteria', 'Genotoxicity', 'Pesticide']","['aInternational Program in Hazardous Substance and Environmental Management, Graduate School, Chulalongkorn University, Bangkok, 10330, Thailand', 'bCenter of Excellence on Hazardous Substance Management (HSM), Chulalongkorn University, Bangkok, 10330, Thailand', 'cBiocatalyst and Environmental Biotechnology Research Unit, Department of Biochemistry, Faculty of Science, Chulalongkorn University, Bangkok, 10330, Thailand']","[{'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': '', 'Acronym': 'CU'}]"
Explainable deep learning for thai stock market prediction using textual representation and technical indicators(Conference Paper),"['Chiewhawan, T.', 'Vateekul, P.']","17 July 2020, Pages 19-23","In this paper, we proposed a deep neural network to predict the Thailand stock market (SET index) with the capability to analyze both numerical and textual inputs altogether. The datasets include twelve-years market data with generated technical indicators (73 time-series) and Thai economic news headlines from various online sources. The proposed model consists of a long-short term memory model and textual representations to predict one-day-ahead percentage market changes. We experiment on two textual representation approaches, which is the Hierarchical neural network and Bidirectional Encoder Representations from Transformers (BERT) together with aggregated embedding. The three-year average experimental results show that adding textual representation increase profit of 6.9% on the proposed strategy-free metric. Next, the Hierarchical approach performs considerably better than the BERT method showing up to 4.4% profit increase. Finally, we demonstrate another advantage of the hierarchical approach for model interpretability using the integrated gradient attribution methods. This interpretability lets us analyze the underlying textual relevance and also for future model improvement. © 2020 ACM.",ACM International Conference Proceeding Series,"{'ISSN': '978-145038766-8', 'Source Type': 'Conference Proceeding', 'Original Language': 'English'}","{'Document Type': '10.1145/3411174.3411191', 'Publisher': 'Conference Paper'}","['Deep learning', 'natural language processing', 'stock prediction', 'Commerce', 'Deep neural networks', 'Electronic trading', 'Financial markets', 'Forecasting', 'Neural networks', 'Profitability', 'Hierarchical approach', 'Hierarchical neural networks', 'Interpretability', 'Online sources', 'Short term memory', 'Technical indicator', 'Textual representation', 'Thai stock markets', 'Deep learning']","['Chulalongkorn University Big Data Analytics and IoT Center (CUBIC), Department of Computer Engineering, Faculty of Engineering, Chulalongkorn University, Thailand']",[]
Antecedents of the outsourcing relationship: A systematic review(Review)(Open Access),"['Katato, T.', 'Leelawat, N.', 'Tang, J.']","Volume 24, Issue 4, 31 July 2020, Pages 157-169","Recently, the advancement in business competition is increasing. Outsourcing has become an important strategy in the organizations. Most of the outsourcing objectives are for cost-saving and focusing on the main activities in the organization. To realize the importance of outsourcing, the goal of this research is to explore the key theoretical views that are related to Business Process Outsourcing (BPO) and Information Technology Outsourcing (ITO) relationships which BPO and ITO, which are the same, means that others are responsible for the non-core work but is a different part of the work. Therefore, this research is interesting in terms of seeing the different perspectives of outsourcing. The research articles in the Science Direct database from 2000 to 2018 with related domains were collected using related keywords such as BPO, ITO, outsourcing performance, and outsourcing contract duration. After all relative papers were collected, they are categorized into four major topics including (1) Understanding in outsourcing, (2) Related costs in outsourcing, (3) Outsourced long-term relationships, and (4) Internal control systems in outsourced projects. Based on our systematic review, this study summarized the current trends of research in the concerned areas, together with significant findings that can be applied, integrated, or compared with this study. © 2020, Chulalongkorn University, Faculty of Fine and Applied Arts. All rights reserved.",Engineering Journal,"{'ISSN': '01258281', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.4186/ej.2020.24.4.157', 'Publisher': 'Review'}","['Business process outsourcing', 'Information technology outsourcing', 'Outsourcing contract duration', 'Outsourcing performance']","['aDepartment of Industrial Engineering, Faculty of Engineering, Chulalongkorn University, Phayathai Road, Pathumwan, Bangkok, 10330, Thailand', 'bDisaster and Risk Management Information Systems Research Group, Chulalongkorn University, Phayathai Road, Pathumwan, Bangkok, 10330, Thailand', 'cSchool of Management Technology, Sirindhorn International Institute of Technology, Thammasat University, 131 Moo 5, Tiwanont Road, Bangkadi, Muang, Pathum Thani  12000, Thailand', 'dInternational School of Engineering, Faculty of Engineering, Chulalongkorn University, Phayathai Road, Pathumwan, Bangkok, 10330, Thailand']","[{'Funding Sponsor': 'H2020 Marie Skłodowska-Curie ActionsSee opportunities\xa0by\xa0MSCA', 'Funding Number': 'GOLF-777742', 'Acronym': 'MSCA'}, {'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': '', 'Acronym': 'CU'}]"
Solvent-Free Hydrodeoxygenation of Triglycerides to Diesel-like Hydrocarbons over Pt-Decorated MoO2Catalysts(Article)(Open Access),"['Fangkoch, S.', 'Boonkum, S.', 'Ratchahat, S.', 'Koo-Amornpattana, W.', 'Eiad-Ua, A.', 'Kiatkittipong, W.', 'Klysubun, W.', 'Srifa, A.', 'Faungnawakij, K.', 'Assabumrungrat, S.']","Volume 5, Issue 12, 31 March 2020, Pages 6956-6966","In the present work, the solvent-free hydrodeoxygenation of palm oil as a representative triglyceride model compound to diesel-like hydrocarbons was evaluated in a batch reactor using Pt-decorated MoO2 catalysts. The catalysts with various Pt loadings (0.5-3%) were synthesized by an incipient wetness impregnation method. The metallic Pt and MoO2 phases were detected in the XRD patterns of as-prepared catalysts after the reaction and acted as active components for the deoxygenation reactions. The XPS experiments confirmed the existence of metallic Pt and PtOx species. The XANES investigation of Mo L3-edge spectra elucidated a change in the valence state by the transformation of MoO3 into MoO2 species after the deoxygenation reaction. The TEM observation revealed the formation of Pt nanoparticles in the range of 1-3 nm decorated on MoO2 species. The number of acid sites increased with stronger metal-support interactions on increasing the Pt loading. The catalytic performance of the MoO2 catalyst significantly improved with a small amount of Pt decoration. However, the further increase in Pt loading did not relatively increase the deoxygenation activity due to the formation of the agglomerated Pt particles. The high performance of the decorated catalysts could be attributed to the moderate acidity from the Pt dispersed on MoO2 toward decarbonylation and decarboxylation reactions. © 2020 American Chemical Society.",ACS Omega,"{'ISSN': '24701343', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.1021/acsomega.0c00326', 'Publisher': 'Article'}",[],"['aDepartment of Chemical Engineering, Faculty of Engineering, Mahidol University, Nakhon Pathom, 73170, Thailand', ""bCollege of Nanotechnology, King Mongkut's Institute of Technology, Ladkrabang, Bangkok, 10520, Thailand"", 'cDepartment of Chemical Engineering, Faculty of Engineering and Industrial Technology, Silpakorn University, Nakhon Pathom, 73000, Thailand', 'dSynchrotron Light Research Institute, Nakhon Ratchasima, 30000, Thailand', 'eNational Nanotechnology Center (NANOTEC), National Science and Technology Development Agency, Pathum Thani, 12120, Thailand', 'fCenter of Excellence in Catalysis and Catalytic Reaction Engineering, Department of Chemical Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, 10330, Thailand']","[{'Funding Sponsor': 'Mahidol University', 'Funding Number': '', 'Acronym': 'MU'}, {'Funding Sponsor': 'National Science and Technology Development Agency', 'Funding Number': '', 'Acronym': 'สวทช'}, {'Funding Sponsor': 'Agricultural Research Development Agency', 'Funding Number': 'CRP6205012040', 'Acronym': 'ARDA'}, {'Funding Sponsor': 'Agricultural Research Development Agency', 'Funding Number': '', 'Acronym': 'ARDA'}]"
Magnetic nanocarriers of bioactives: structural and delivery system designs(Book Chapter),"['Insin, N.']","1 January 2020, Pages 211-242","Nanocarriers incorporating magnetic nanostructures have been investigated as efficient tools for the delivery of bioactive species. Unique behavior of magnetic nanocarriers is superparamagnetism, which makes the nanocarriers remain colloidally stable and easily dispersible in physiological media in the absence of a magnetic field but exhibit strong responses in the presence of an external magnetic field. The origin of superparamagnetic character and the composition, shapes, and the preparation of magnetic nanomaterials have been discussed. Magnetic nanomaterials undergo various processes, including surface modification, encapsulation, coating, and composites formation, to obtain magnetic nanocarriers incorporating bioactive molecules. Finally, approaches for the delivery of the magnetic nanocarriers to the targets have been discussed. The information about the magnetic structures, the construction of the magnetic nanocarriers, and the approaches for delivery could enable the suitable design for efficient nanocarriers of bioactive molecules. © 2020 Elsevier Inc. All rights reserved.",Advances and Avenues in the Development of Novel Carriers for Bioactives and Biological Agents,"{'ISSN': '978-012819666-3;978-012819918-3', 'Source Type': 'Book', 'Original Language': 'English'}","{'Document Type': '10.1016/B978-0-12-819666-3.00007-9', 'Publisher': 'Book Chapter'}","['ferrite', 'ferrofluid', 'iron oxides', 'magnetic nanocomposites', 'SPIONs', 'Superparamagnetic']","['Chulalongkorn University, Bangkok, Thailand']",[]
