title,authors,article_info,abstract,categories/keyword,citation_info,document_info,author_tags,affiliations,funding
Properties of mixed species/density cross laminated timber made of rubberwood and coconut wood(Article),"['Srivaro, S.', 'Lim, H.', 'Li, M.', 'Pasztory, Z.']","Volume 40, June 2022, Pages 237-246","The utilization of rubberwood (Hevea brasiliensis) and coconut wood (Cocos nucifera L.), the essential economic crops in Thailand and tropical countries, was proposed for manufacturing mixed species/density cross-laminated timber (CLT) for building construction. Six 3-layer CLT configurations, which are composed of either medium-density (600 – 799 kg/m3) rubberwood (MRB) or coconut wood (MCC) or high-density (800 – 999 kg/m3) coconut wood (HCC) laminations, were determined considering the mechanical properties and material costs. The outer layers of the control MCC CLT were replaced with either MRB or HCC to improve its mechanical properties, while either outer or core layers of the control MRB CLT were replaced with HCC to reduce its material cost. The material properties of the three wood types and the six CLT configurations were examined. The densities of the produced CLTs were not affected by the chosen manufacturing parameters showing a strong correlation to the lamination's density. From the bonding performance perspective, the mixed-species approach significantly increased the average wood failure percentage of the control MRB CLT. However, only the control MCC CLT achieved the average wood failure percentage greater than 80%, as required in North America's CLT standard. The compressive strength properties of the CLTs in their major strength directions, σclt, were governed by the outer laminations' parallel-to-grain compressive strength. Unlike softwood CLTs, neglecting the load sharing contribution of the core layer in the σcltestimation resulted in 15% underestimation. Rolling shear strength, τrs, was determined by the core laminations regardless of the CLT layups. MRB achieved the highest τrsfollowed by HCC and MCC, and all values were significantly larger than the common softwood used in CLT production. The results imply that the mixed species/density approaches can effectively improve the mechanical properties of the coconut wood CLT and reduce the material cost of rubberwood CLT without compromising structural performance. © 2022 Institution of Structural Engineers",Structures,"{'ISSN': '23520124', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.1016/j.istruc.2022.04.016', 'Publisher': 'Article'}","['Coconut wood', 'Cross laminated timber', 'Mixed densities', 'Mixed species', 'Rubberwood', 'Cost reduction', 'Density (specific gravity)', 'Hardwoods', 'Laminating', 'Softwoods', 'Timber', 'Coconut wood', 'Cross laminated', 'Cross laminated timber', 'Laminated timber', 'Material cost', 'Mixed density', 'Mixed species', 'Outer layer', 'Rubberwood', 'Species density', 'Compressive strength']","['aCenter of Excellence in Wood and Biomaterials, Walailak University, Thasala District, Nakhon Si Thammarat, 80160, Thailand', 'bSchool of Engineering and Technology, Walailak University, Thasala District, Nakhon Si Thammarat, 80160, Thailand', 'cCenter of Excellence on Petrochemical and Materials Technology, Chulalongkorn University, Soi Chula 12, Phayathai Road, Pathumwan, Bangkok, 10330, Thailand', 'dSchool of Forestry, University of Canterbury, Private Bag 4800, Christchurch, New Zealand', 'eDepartment of Civil and Natural Resources Engineering, University of Canterbury, Private Bag 4800, Christchurch, 8140, New Zealand', 'fInnovation Center, University of Sopron, Hungary']","[{'Funding Sponsor': '', 'Funding Number': 'EFOP-3.6.2-16-2017-00010', 'Acronym': ''}, {'Funding Sponsor': 'European CommissionSee opportunities\xa0by\xa0EC', 'Funding Number': '', 'Acronym': 'EC'}, {'Funding Sponsor': 'National Research Council of Thailand', 'Funding Number': '', 'Acronym': 'NRCT'}, {'Funding Sponsor': 'European Social Fund', 'Funding Number': '', 'Acronym': 'ESF'}, {'Funding Sponsor': 'Walailak University', 'Funding Number': 'N42A650375', 'Acronym': ''}]"
Ni-modified dolomite for the catalytic deoxygenation of pyrolyzed softwood and non-wood to produce bio-oil(Article)(Open Access),"['Praserttaweeporn, K.', 'Vitidsant, T.', 'Charusiri, W.']","Volume 14, June 2022, Article number 100461","This study investigated the effect of process conditions during the catalytic pyrolysis of softwood and non-wood on the pyrolysis product. Ni modified on calcined dolomite (Ni-DM) was used to determine the effectiveness of the catalytic activity and the effect of doping non-noble metals on the product distribution of both pyrolyzed biomasses. The lignocellulosic biomass components showed different effects on the decomposition characteristics of the pyrolysis vapor and its devolatilization, while Ni-DM showed a catalytic effect to enhance the decarbonylation, decarboxylation, and secondary reaction of tar cracking affecting CO2and CO removal; additionally, the catalytic activity also promoted the formation of aliphatic and olefin hydrocarbon compounds and facilitated C–C cleavage and scission to smaller hydrocarbon compounds. With increased Ni loading, the yield of noncondensable gas increased. Furthermore, gas chromatography analysis indicated that the composition of gas mainly consisted of hydrogen gas, which increased significantly due to a water-gas shift during the catalytic pyrolysis of biomass at high temperature with 10% Ni-dispersed calcined dolomite acting as the catalyst. Meanwhile, the pore structure and the modified-Ni on calcined dolomite enhance decrease acids and sugars in bio-oil yield and favor the formation of alkane gases of liquid hydrocarbon fuels including the dramatically increased in alkane gases. © 2022 The Authors",Results in Engineering,"{'ISSN': '25901230', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.1016/j.rineng.2022.100461', 'Publisher': 'Article'}","['Bio-crude oil', 'Cassava rhizome', 'Catalytic pyrolysis', 'Mesoporous basic catalyst', 'Modified Ni-Dolomite', 'Softwood', 'Biomass', 'Calcination', 'Catalyst activity', 'Catalytic cracking', 'Chemical shift', 'Gases', 'Isomers', 'Lignin', 'Nickel', 'Paraffins', 'Pore structure', 'Softwoods', 'Water gas shift', 'Basic catalysts', 'Bio-crude oil', 'Calcined dolomite', 'Cassavum rhizome', 'Catalytic pyrolysis', 'Mesoporous', 'Mesoporous basic catalyst', 'Modified ni-dolomite', 'Ni-modified', 'Nonwoods', 'Gas chromatography']","['aPetrochemistry and Polymer Science Programme, Faculty of Science, Chulalongkorn University, Bangkok, 10330, Thailand', 'bDepartment of Chemical Technology, Faculty of Science, Chulalongkorn University, Bangkok, 10330, Thailand', 'cFaculty of Environmental Culture and Ecotourism, Srinakharinwirot University, Bangkok, 10110, Thailand']","[{'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': '', 'Acronym': 'CU'}, {'Funding Sponsor': 'Srinakharinwirot University', 'Funding Number': '', 'Acronym': 'SWU'}, {'Funding Sponsor': 'Center of Excellence on Petrochemical and Materials Technology', 'Funding Number': '', 'Acronym': ''}, {'Funding Sponsor': 'Office of National Higher Education Science Research and Innovation Policy Council', 'Funding Number': 'C10F630094', 'Acronym': 'NXPO'}]"
Living with Inundation and Dehydration: Comparison of the Adaptive Landscape in the Chao Phraya and the Bangpakong River Deltas(Article),"['Aruninta, A.', 'Matsushima, H.']","Volume 24, 1 January 2022, Pages 64-78","This paper compares the research outcomes regarding the two river deltas in the central part of Thailand: the Chao Phraya River – CPR and the Bangpakong River – BPR. The most common feature of the river deltas in this region is an ecosystem landscape that fluxuates throughout the year. These river dynamics are known as the pulse flow, which influences the way of life of riverfront communities and agriculture. The pulse differences are high and low in magnitude on the scale of a day, a lunar calendar month, annual seasons, a century, or even a longer period. The objectives of this study are to understand how people’s lives are affected by water to understand the dynamics of nature when living under different circumstances, such as inundation or dehydration. Primary data from prior observations and field surveys of the two rivers are analyzed and the recent impacts from anthropocentrism, including using waterways as sewage channels for decades, are assessed to seek connections with nature and other forms of life. The conclusion leads to the understanding of the transboundary nature in multidisciplinary research and holistic approaches to integrate bioengineering and local wisdom into planning and design, which will offer the most efficient instruments for sustaining waterfront development and transition into the coming of a new epoch of ecological naturalism. © 2022 Uludag Aricilik Dergisi. All rights reserved.",Journal of Urban Culture Research,"{'ISSN': '22288279', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.14456/jucr.2022.4', 'Publisher': 'Article'}","['Adaptive Landscape', 'Bangpakong River', 'Chao Phraya River', 'Cultural Landscape', 'River Delta', 'Thailand']","['aHeaLBiP Research Unit, Dept of Landscape Architecture, Faculty of Architecture, Chulalongkorn University, Thailand', 'bFaculty of Agriculture, Hokkaido University, Japan']",[]
Emergence of canine parvovirus type 2c (CPV-2c) of Asian origin in domestic dogs in Myanmar(Article),"['Mon, P.P.', 'Thurain, K.', 'Charoenkul, K.', 'Nasamran, C.', 'Wynn, M.', 'Tun, T.N.', 'Amonsin, A.']","Volume 90-91, 1 November 2022, Article number 101901","Canine parvovirus type 2 (CPV-2) causes severe gastroenteric disease in domestic dogs and wild canids. This study aimed to conduct molecular detection and characterization of CPV-2 in domestic dogs in Myanmar from December 2017 to October 2019. Rectal swabs (n = 143) were collected from domestic dogs from shelters and small animal hospitals in Yangon, Myanmar. CPV-2 detection was performed by a PCR assay targeting the VP2 gene. Our result showed that 25.17% (36/143) of swab samples tested positive for CPV-2. CPV-2 strains (n = 15) were selected for complete VP2 gene sequencing. Phylogenetic analysis showed that CPV-2 strains from Myanmar clustered together with Asian CPV-2c from China, Indonesia, Taiwan and Thailand but in separate clusters from CPV-2c from Europe and North America. Characteristic amino acid at residues 267Y and 324I were observed in CPV-2c strains from Myanmar, suggesting the Asian origin. In conclusion, our findings expanded the evidence of the predominance of CPV-2c in Southeast Asia. Thus, the surveillance of CPV-2 in domestic dogs in the countries and regions should be routinely conducted to provide epidemiological information for supporting prevention and control practices. © 2022 Elsevier Ltd","Comparative Immunology, Microbiology and Infectious Diseases","{'ISSN': '01479571', 'Source Type': 'CIMID', 'Original Language': 'Journal'}","{'Document Type': '10.1016/j.cimid.2022.101901', 'Publisher': '36327761'}","['CPV-2c', 'Dogs', 'Emergence', 'Myanmar', 'Parvovirus', 'unclassified drug', 'viral structural protein', 'viral structural protein 2', 'agar gel electrophoresis', 'amino acid sequence', 'animal experiment', 'anorexia', 'Article', 'biosurveillance', 'bloody diarrhea', 'breed', 'Canidae', 'Canine parvovirus type 2c', 'China', 'dog', 'Europe', 'female', 'gene sequence', 'genetic analysis', 'Indonesia', 'loss of appetite', 'male', 'molecular diagnosis', 'Myanmar', 'neutral mutation', 'nonhuman', 'North America', 'phylogeny', 'polymerase chain reaction', 'rectal swab', 'Sanger sequencing', 'Taiwan', 'Thailand', 'vomiting', 'animal', 'Canine parvovirus', 'dog disease', 'genetics', 'parvovirus infection', 'veterinary medicine', 'Animals', 'Dog Diseases', 'Dogs', 'Myanmar', 'Parvoviridae Infections', 'Parvovirus, Canine', 'Phylogeny']","['aCenter of Excellence for Emerging and Re-emerging Infectious Diseases in Animals, and the One Health Research Cluster, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, Thailand', 'bDepartment of Veterinary Public Health, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, Thailand', 'cLivestock Breeding and Veterinary Department, Ministry of Agriculture, Livestock and Irrigation, Nay Pyi Taw, Myanmar']","[{'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': 'CU_FRB65_Food_18_182_31_01', 'Acronym': 'CU'}]"
In-situ polymerization of polyaniline in PDADMAC/PSS complex membranes: Effect of the polyelectrolyte stoichiometry(Article),"['Luangaramvej, P.', 'Wijitsettakun, P.', 'Plengplung, P.-S.', 'Dubas, S.T.']","Volume 139, Issue 8, February 20, 2022, Article number 51684","The direct polymerization of a polymer in a polyelectrolyte complex membrane is a quick and simple method to enhance the properties and add functionality to a pre-formed membrane. Here, polyelectrolyte complex membrane (PECs) of poly (diallyl dimethyl ammonium chloride) (PDADMAC) [P+] and poly (styrene sulfonate) [P−] were modified by the in-situ polymerization of aniline monomer into polyaniline (PANI). The initial PECs were prepared by the co-precipitation of polyelectrolytes with various [P+]: [P−] molar ratio and were formed into 100 micron thin membranes by compression molding. The in-situ polymerization of PANI was achieved by sequential dipping of the PECs in ammonium peroxydisulfate solution to load the oxidant and in the aniline monomer solution to initiate the polymerization. Both the polyelectrolyte stoichiometry and the NaCl concentration used during the formation of the complex were found to have a profound effect on the polymerization reaction. UV–visible spectroscopy, X-ray diffraction, and infrared spectroscopy were used to characterize the changes in color of the PANI membranes and to confirm the synthesis of PANI. Scanning electron microscopy revealed the presence of a dense coating of PANI at the surface of the PEC. © 2021 Wiley Periodicals LLC.",Journal of Applied Polymer Science,"{'ISSN': '00218995', 'Source Type': 'JAPNA', 'Original Language': 'Journal'}","{'Document Type': '10.1002/app.51684', 'Publisher': 'Article'}","['membranes', 'optical properties', 'radical polymerization', 'structure-property relationships', 'Ammonium persulfate', 'Aniline', 'Compression molding', 'Infrared spectroscopy', 'Membranes', 'Molar ratio', 'Polyaniline', 'Polyelectrolytes', 'Scanning electron microscopy', 'Sodium chloride', 'Stoichiometry', 'Styrene', 'Ammonium peroxydisulfate', 'Direct polymerization', 'In-situ polymerization', 'Poly(diallyl-dimethyl-ammonium chloride)', 'Poly(styrene sulfonate)', 'Polyanilines (PAni)', 'Polyelectrolyte complexes', 'Polymerization reaction', 'Polymerization']","['The Petroleum and Petrochemical College, Chulalongkorn University, Bangkok, Thailand']","[{'Funding Sponsor': 'Thailand Research Fund', 'Funding Number': 'PHD/0125/2557', 'Acronym': 'TRF'}, {'Funding Sponsor': 'Petroleum and Petrochemical College, Chulalongkorn University', 'Funding Number': '', 'Acronym': 'PPC'}]"
Effectiveness of the enhanced psychological well-being intervention on the psychological well-being and the burden of care for family caregivers of the persons with schizophrenia(Article)(Open Access),"['Thongthammarat, Y.', 'Yamarat, K.']","Volume 20, Issue 3, September-December 2022, Pages 147-162","Most of the family-based interventions focus on assisting patients more than the family caregivers. Family caregivers of persons with schizophrenia require intervention that focuses more on their strengths than on solving problems for persons with schizophrenia. Of 127 family caregivers of persons with schizophrenia, 63 were in the intervention group and 64 were in the control group. The 4 sessions of intervention were held every other week. All participants were assessed for psychological well-being and burden of care at pre-intervention, post-intervention, and at 3 months follow up. After receiving the intervention, the intervention group had a significant increase in psychological well-being but did not have a significant decrease in the burden of care. Further research is needed to develop specific interventions to better alleviate the burden of care for family caregivers, which might include skill-building and psychoeducation to care for persons with schizophrenia. © 2022, Mahidol University - ASEAN Institute for Health Development. All rights reserved.",Journal of Public Health and Development,"{'ISSN': '26730774', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.55131/jphd/2022/200312', 'Publisher': 'Article'}","['burden of care', 'family caregiver', 'psychological well-being', 'schizophrenia']","['aDepartment of Mental Health, Ministry of Public Health, Thailand', 'bCollege of Public Health Science, Chulalongkorn University, Bangkok, Thailand']",[]
Key Success Factors for the Development of Innovative Antibiotic Replacement Products to Accelerate Growth in Broilers(Article)(Open Access),"['Supchukun, K.', 'Yata, T.', 'Israsena Na Ayudhya, P.', 'Angkanaporn, K.']","Volume 14, Issue 17, September 2022, Article number 10459","The issue of drug-resistant bacteria and the ban on antibiotic growth has encouraged research into new additives for the broiler chicken industry, from the point of view of environmental, social, governance sustainability, and material sciences management. This study aimed to examine the newest innovative antibiotic replacement products using a mixed method of planning and development schemes. Firstly, the qualitative method was conducted to evaluate the voices of 15 key users to examine product composition through an engineering technique and the quality function deployment (QFD) method. A prototype was proposed, containing a combination of nutraceuticals, including medium-chain fatty acids, short-chain fatty acids, oregano essential oil, and sweet basil essential oil, delivered in drinking water and as a feed additive through nanostructure lipid carrier (NLC) technology. The quantitative research summarized the compositions in terms of improving the growth performance of poultry, based on 280 responses. By using confirmatory factor analysis (CFA), the key factors of a successful antibiotic replacement are that they should be standardized and must follow regulations, be perceived as easy to use, satisfy performance expectations, address industry concerns, be innovative, offer an appropriate product and physical characteristics to the farm, and be presented alongside sales opportunities and marketing. It is concluded that such a hybrid of product development and innovation will lead to novel and appropriate products in the marketplace. © 2022 by the authors.",Sustainability (Switzerland),"{'ISSN': '20711050', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.3390/su141710459', 'Publisher': 'Article'}","['antibiotic replacement', 'broiler', 'drug resistances', 'key success factor', 'product planning', 'additive', 'antibiotics', 'drug resistance', 'factor analysis', 'innovation', 'planning practice', 'product development', 'research method']","['aTechnopreneurship and Innovation Management Program, Graduate School, Chulalongkorn University, Bangkok, 10330, Thailand', 'bBiochemistry Unit, Department of Physiology, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, 10330, Thailand', 'cDepartment of Industrial Design, Faculty of Architecture, Chulalongkorn University, Bangkok, 10330, Thailand', 'dDepartment of Physiology, Faculty of Veterinary Science, Chulalongkorn University, Bangkok, 10330, Thailand']","[{'Funding Sponsor': 'National Research Council of Thailand', 'Funding Number': '0402/627', 'Acronym': 'NRCT'}]"
Differential Expression of Claudin in Odontogenic Cysts(Article)(Open Access),"['Phattarataratip, E.', 'Sappayatosok, K.']","Volume 16, Issue 2, 1 May 2022, Pages 320-326","Objective This study aimed to analyze claudin-1,-4, and-7 expression in different types of odontogenic cysts (odontogenic keratocysts [OKCs], dentigerous cysts [DCs], calcifying odontogenic cysts [COCs], and radicular cysts [RCs]) as well as its association with OKC recurrence. Materials and Methods Seventy samples of odontogenic cysts samples were immunohistochemically stained to detect claudin-1,-4, and-7 expression. Patient information and OKC recurrence data were recorded. The staining was analyzed semiquantitatively and categorized based on the pattern and percentage of positively stained cystic epithelial cells. Statistical Analysis Expression of different claudins between groups was analyzed using the Kruskal-Wallis test with Dunn's test, followed by post hoc pairwise comparison. The association between claudin expression and OKC recurrence was analyzed by the Mann-Whitney U test. Correlations among claudin expression were examined with Spearman's correlation coefficient. Level of significance was at p < 0.005. Results Claudin-1 was widely expressed in every odontogenic cyst. Most DCs (50%) expressed claudin-1 in more than 75% of cells, as did RCs (65%), while most OKCs (50%) expressed claudin-1 in 26 to 50% of cells. Most COCs (50%) expressed claudin-1 in 51 to 75% of cells. Every sample of OKC and RC was positive for claudin-4, but no sample showed staining in more than 51% of cells. Every odontogenic cyst was positive for claudin-7. DCs (35%), OKCs (55%), and RCs (40%) mostly showed staining in 26 to 50% of cells. High claudin-1 expression was shown in COCs, DCs, and RCs, while low expression of claudin-4 was shown in every odontogenic cyst. For claudin-7, the expression is high only in COCs. Claudin-1 and-4 was significantly different among each odontogenic cyst. High expression of claudin-1 was correlated with OKC recurrence. The correlations of claudin-1 with claudin-7 expression and claudin-4 with claudin-7 expression were significant in DCs. In COCs, claudin-1 and claudin-7 expression was significantly correlated. Conclusions The expression of claudin-1,-4, and-7 was present in every odontogenic cyst, but the proportion of positive staining cells was different. Expression of claudin-1 is associated with OKC recurrence. Dysregulation of claudin expression may play a pathogenic role in cyst pathogenesis. © 2022 Thieme. All rights reserved. Georg Thieme Verlag, Rüdigerstraße 14, 70469 Stuttgart, Germany.",European Journal of Dentistry,"{'ISSN': '13057456', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.1055/s-0041-1740440', 'Publisher': 'Article'}","['Calcifying odontogenic cysts', 'Claudin', 'Dentigerous cysts', 'Odontogenic cyst', 'Odontogenic keratocysts', 'Radicular cysts']","['aDepartment of Oral Pathology, Faculty of Dentistry, Chulalongkorn University, Bangkok, Thailand', 'bDepartment of Oral Diagnostic Sciences, College of Dental Medicine, Rangsit University, Pathum Thani, Thailand']",[]
Smart Band Technology: A Music-based Activity for the Thai Elderly(Article),"['Phoasavadi, P.']","Volume 24, 1 January 2022, Pages 258-271","The Smart Band Application is a music application paired with a hardware device designed for the Thai elderly at foster care homes to enhance group participation in musical-based activities. It is small, wireless (or wired) and easily attached to most instruments that produce pitches. For this research a set of eight angklungs (a SE Asia bamboo tube shaker instrument) covering the range from C to high C was selected. Angklungs are affordable, easy to play and have an appealing sound. Eight Smart Band devices, which consist of a set of sensors and vibrators, were attached to the angklungs to collect data during the research. The study's participants were 30 elderly female volunteers who had no music background, living in the Tiwanon's Friendship and Welfare Foundation care facility in Nonthaburi. The “Smart Band” devices were incorporated into group musical activites in the care home where they providing timing cues to each participant during song playing sessions. Participants were interviewed to provide feedback on its effectiveness and functionality. The potential for self-led or leaderless sessions and the impact on motor skills, cognitive and focus factors are also discussed. © 2022 Journal of Urban Culture Research. All rights reserved.",Journal of Urban Culture Research,"{'ISSN': '22288279', 'Source Type': 'Journal', 'Original Language': 'English'}","{'Document Type': '10.14456/jucr.2022.16', 'Publisher': 'Article'}","['Angklung', 'Elderly', 'Music', 'Music Activity', 'Music Therapy', 'Smart Band', 'Thai Aging Society', 'Therapy']","['Faculty of Fine and Applied Arts, Department of Music, FAA Emili Sagol Creative Arts Research, Innovation for Well-Being Center, Chulalongkorn University, Thailand']","[{'Funding Sponsor': 'Chulalongkorn University', 'Funding Number': '', 'Acronym': 'CU'}]"
Levan-type fructooligosaccharides synthesis by novel levansucrase-inulosucrase fusion enzyme(Article),"['Charoenwongpaiboon, T.', 'Wangpaiboon, K.', 'Klaewkla, M.', 'Kuttiyawong, K.', 'Field, R.A.', 'Pichyangkura, R.']","Volume 185, July 2022, Article number 108524","A novel strategy to enhance the yield of levan-type fructooligosaccharide (LFOS) was recently introduced, whereby levansucrase and inulosucrase reactions were coupled together in one pot. In order to simplify the process, in the present study we report the first example of a recombinant levansucrase-inulosucrase fusion protein and investigate its impact on LFOS production. Sequences for levansucrase from Bacillus amyloliquefaciens KK9 and inulosucrase from Lactobacillus reuteri 121 were fused genetically with a flexible eighteen residue glycine-serine peptide linker. SDS-PAGE analysis showed that the molecular weight of obtained fusion protein is approximately of 120 kDa, corresponding to the expected fusion protein molecular weight. Kinetic analysis revealed that after protein combination, the kinetic parameters of both enzymes are slightly changed. Biochemical characterization revealed that fusion did not affect the optimum pH and temperature for catalysis, but significantly change the stability of the enzyme. HPAEC-PAD analysis and enzymatic hydrolysis assays demonstrated that the fusion enzyme produced the desired higher yield of LFOS compared to those of individual levansucrases. © 2022 Elsevier B.V.",Biochemical Engineering Journal,"{'ISSN': '1369703X', 'Source Type': 'BEJOF', 'Original Language': 'Journal'}","{'Document Type': '10.1016/j.bej.2022.108524', 'Publisher': 'Article'}","['Fructan sucrase', 'Fructooligosaccharide', 'Fusion enzyme', 'Amino acids', 'Bacteriology', 'Enzymatic hydrolysis', 'Recombinant proteins', 'Bacillus amyloliquefaciens', 'Fructan sucrase', 'Fructans', 'Fructo-oligosaccharides', 'Fusion enzymes', 'Fusion proteins', 'Inulosucrase', 'Levansucrase', 'Novel strategies', 'One pot', 'Molecular weight', 'fructose oligosaccharide', 'fusion protein', 'glycine', 'inulosucrase', 'levan', 'levansucrase', 'serine', 'sucrase', 'unclassified drug', 'Article', 'Bacillus amyloliquefaciens', 'biochemical analysis', 'catalysis', 'enzymatic hydrolysis', 'enzyme purification', 'enzyme stability', 'enzyme synthesis', 'kinetics', 'molecular weight', 'nonhuman', 'pH', 'polyacrylamide gel electrophoresis', 'protein expression', 'sequence analysis', 'temperature']","['aDepartment of Chemistry, Faculty of Science, Silpakorn University, Nakhon Pathom, 73000, Thailand', 'bDepartment of Biochemistry, Faculty of Science, Chulalongkorn University, Bangkok, 10330, Thailand', 'cDepartment of Chemistry, Faculty of Liberal Arts and Science, Kasetsart University, Kamphaeng Saen Campus, Kamphaeng Sean, Nakhon Pathom, 73140, Thailand', 'dDepartment of Chemistry and Manchester Institute of Biotechnology, The University of Manchester, 131 Princess Street, UK, Manchester, M1 7DN, United Kingdom']","[{'Funding Sponsor': 'Silpakorn University', 'Funding Number': '', 'Acronym': ''}, {'Funding Sponsor': 'Faculty of Science, Chulalongkorn University', 'Funding Number': '', 'Acronym': ''}, {'Funding Sponsor': 'Ministry of Higher Education, Science, Research and Innovation, Thailand', 'Funding Number': '', 'Acronym': 'MHESRI'}, {'Funding Sponsor': 'Thailand Science Research and Innovation', 'Funding Number': '', 'Acronym': 'TSRI'}]"
